fileName,name,contentUrl,encodingFormat
CropPol_field_level_data.csv,field level data,https://zenodo.org/record/4311292#.X8-hIFVKjIU,CSV
CropPol_sampling_data.csv,insect sampling data,https://zenodo.org/record/4311292#.X8-hIFVKjIU,CSV
