system_ID	Richness	E_var	visits_wild_insects	log_visits_wild_insects	visits_honey_bees	CV_visits_wild_insects	CV_visits_honey_bees	fruit_set	pollen_dep	CV_fruit_set	CV_pollen_dep
Red_clover	1,52780	-0,45732	1,02080	1,14404	0,14718	-0,89709	0,69670	1,36163	NA	-0,88796	NA
Red_clover	0,12388	-0,97873	3,05360	2,34037	0,68179	-0,40697	-1,02530	0,51476	NA	-0,34407	NA
Springrape	-0,74813	-0,72389	-1,00349	-1,14182	-0,20341	0,08606	-0,80931	-1,31858	NA	-0,06548	NA
Springrape	-0,29925	0,98816	-1,00349	-1,14182	-0,72761	-0,43797	0,33929	-0,73570	NA	-1,11813	NA
Springrape	-1,04738	1,07467	-0,97602	-1,08772	-0,83207	-0,82117	2,21702	-0,49387	NA	-0,72923	NA
Springrape	-0,59851	1,14375	-0,74939	-0,69144	-0,77509	0,94105	0,99064	-1,10252	NA	0,32876	NA
Springrape	-0,44888	0,14666	-0,45408	-0,27375	-0,62885	-0,08223	-0,07411	1,04040	NA	-0,59422	NA
Springrape	-0,59851	-1,64287	-0,02829	0,20308	2,21056	-0,06591	-0,90802	1,52421	NA	1,81345	NA
Springrape	0,44888	0,83081	0,46617	0,63980	-0,72571	-0,62448	0,23926	1,25736	NA	-1,12540	NA
Springrape	1,04738	-0,63343	0,78345	0,87539	0,67785	-0,10069	-0,92729	0,01105	NA	0,41613	NA
Springrape	2,24440	-0,08025	1,34522	1,23258	0,07578	-1,21068	-0,62449	-0,44985	NA	-0,31366	NA
Springrape	0,00000	-1,10362	1,61992	1,38570	0,92855	2,31602	-0,44300	0,26750	NA	1,38777	NA
Strawberry	-0,52621	1,90791	-1,09449	-1,18979	-1,01033	-1,04138	-0,15298	0,74763	NA	-0,54623	NA
Strawberry	-0,52621	-0,20724	-0,79321	-0,80010	-1,40969	1,22738	1,26993	-1,44528	NA	2,40075	NA
Strawberry	-0,94718	-0,07352	-0,73672	-0,73048	-0,81578	-1,09022	-1,32642	1,32979	NA	-0,32737	NA
Strawberry	0,73670	0,09511	-0,62374	-0,59425	0,55637	-0,22577	0,57630	0,33718	NA	-0,40082	NA
Strawberry	1,57864	0,35469	-0,13416	-0,04551	0,80554	0,34486	-0,94190	0,71265	NA	-0,66608	NA
Strawberry	0,31573	-0,95239	0,60962	0,68244	1,12980	-0,25695	-0,75714	-1,03996	NA	-0,27680	NA
Strawberry	-1,36815	-1,46708	1,32516	1,29055	1,01033	-0,58386	1,34601	-0,90183	NA	-0,34970	NA
Strawberry	0,73670	0,34252	1,44755	1,38715	-0,26624	1,62594	-0,01379	0,25983	NA	0,16626	NA
Sunflower	-1,60357	-0,99786	-0,55619	-1,37509	1,65631	1,54140	0,82187	0,13409	NA	0,32717	NA
Sunflower	-1,60357	-0,94957	-0,55619	-1,37509	1,44920	1,54140	1,32009	0,01463	NA	1,99732	NA
Sunflower	-0,80178	-1,12597	-0,49479	-0,98924	1,62179	1,54140	1,53935	-0,92100	NA	0,22948	NA
Sunflower	0,00000	-0,97834	-0,46409	-0,83126	1,08677	1,54140	0,85403	0,99768	NA	-0,03787	NA
Sunflower	0,00000	-0,56533	-0,46409	-0,83126	-0,10410	1,54140	-0,02126	1,39588	NA	-0,26934	NA
Sunflower	-0,80178	-0,12069	-0,31060	-0,23866	-0,13862	-0,71645	0,74432	0,52599	NA	-0,78434	NA
Sunflower	-0,80178	0,25501	-0,31060	-0,23866	-0,55283	-0,71645	-0,11123	-1,27058	NA	-1,24568	NA
Sunflower	1,60357	0,79535	-0,26149	-0,09352	-1,07750	-0,48488	-0,96489	-0,59354	NA	0,86062	NA
Sunflower	0,80178	0,29157	-0,24921	-0,05956	-0,38024	-1,09276	-1,62505	-0,45455	NA	0,14143	NA
Sunflower	-0,80178	-2,12849	-0,24798	-0,05622	1,48372	0,21447	0,56893	1,18127	NA	0,23521	NA
Sunflower	0,00000	0,78641	-0,21851	0,02175	-0,88075	-0,93781	-1,07518	-0,93794	NA	-0,91590	NA
Sunflower	0,00000	0,13262	-0,18781	0,09841	-0,06958	-0,21471	1,65542	0,80623	NA	0,00489	NA
Sunflower	0,00000	0,54981	-0,18781	0,09841	-0,51831	-0,21471	-1,07518	-1,83229	NA	0,00644	NA
Sunflower	-0,80178	1,80558	-0,18781	0,09841	-1,03608	-0,21471	-0,02126	-1,10044	NA	2,61175	NA
Sunflower	0,80178	0,92856	-0,09571	0,30516	-0,93253	-0,71645	-0,75900	-0,24538	NA	-1,34262	NA
Sunflower	0,80178	-0,22608	-0,07730	0,34295	-0,00745	-0,80007	-0,77459	-0,78555	NA	-0,68887	NA
Sunflower	1,60357	1,21586	0,08848	0,64223	-1,08786	-0,80007	-0,23824	1,53948	NA	0,15810	NA
Sunflower	0,00000	1,05609	0,85593	1,52129	0,51722	-0,89013	-1,25083	0,72837	NA	-0,60785	NA
Sunflower	1,60357	-0,72454	3,92577	2,95995	-1,02918	-0,12228	0,41270	0,81764	NA	-0,67993	NA
Tomato_A	-1,88982	NA	-0,78710	NA	NA	-1,44469	NA	-0,12738	NA	-0,28173	NA
Tomato_A	0,75593	1,74467	-0,77830	-1,26336	NA	1,29699	NA	NA	NA	NA	NA
Tomato_A	-1,22838	NA	-0,74198	-1,06002	NA	1,43123	NA	NA	NA	NA	NA
Tomato_A	0,09449	1,23973	-0,69886	-0,86583	NA	-0,67254	NA	NA	NA	NA	NA
Tomato_A	-1,22838	NA	-0,68046	-1,41819	NA	1,54524	NA	0,36393	NA	-0,76841	NA
Tomato_A	0,09449	0,28890	-0,52864	-0,35192	NA	-0,20758	NA	NA	NA	NA	NA
Tomato_A	1,41737	0,76002	-0,40792	-0,26221	NA	-0,56157	NA	-0,01952	NA	-0,54765	NA
Tomato_A	0,75593	-0,70249	-0,34834	-0,12921	NA	-0,90613	NA	1,11867	NA	-0,61322	NA
Tomato_A	0,75593	-0,09896	-0,09871	0,31927	NA	-0,99701	NA	NA	NA	NA	NA
Tomato_A	0,75593	-0,73859	-0,02874	0,36944	NA	0,82100	NA	-1,22691	NA	1,79952	NA
Tomato_A	0,09449	-0,89924	0,10357	0,51600	NA	-0,00313	NA	-1,29703	NA	1,02161	NA
Tomato_A	0,09449	-1,35835	1,33700	1,23799	NA	-0,88259	NA	NA	NA	NA	NA
Tomato_A	-1,22838	NA	1,50949	1,30500	NA	0,03150	NA	NA	NA	NA	NA
Tomato_A	0,75593	-0,23568	2,14899	1,60303	NA	-0,89540	NA	1,18825	NA	-0,61013	NA
Tomato_B	-1,29327	NA	-0,78982	-1,86292	NA	NA	NA	NA	-0,84923	NA	NA
Tomato_B	-1,29327	NA	-0,74362	-1,33254	NA	NA	NA	NA	-0,73925	NA	NA
Tomato_B	-1,29327	NA	-0,74036	-1,30499	NA	NA	NA	NA	-0,73417	NA	NA
Tomato_B	-0,25865	NA	-0,73308	-1,24649	NA	NA	NA	NA	-0,77741	NA	NA
Tomato_B	-1,29327	NA	-0,62602	-0,66366	NA	NA	NA	NA	-0,55583	NA	NA
Tomato_B	-0,25865	NA	-0,61510	-0,62145	NA	0,81325	NA	NA	-0,69807	NA	0,66213
Tomato_B	0,77596	NA	-0,58127	-0,50241	NA	0,29412	NA	NA	-0,61426	NA	0,34556
Tomato_B	0,77596	NA	-0,49188	-0,24943	NA	-1,81092	NA	NA	-0,34498	NA	-1,94583
Tomato_B	1,81057	NA	-0,43905	-0,12862	NA	0,33584	NA	NA	-0,33300	NA	0,43751
Tomato_B	-1,29327	NA	-0,41854	-0,08593	NA	NA	NA	NA	-0,52802	NA	NA
Tomato_B	0,77596	NA	-0,32169	0,09133	NA	-0,44554	NA	NA	-0,31853	NA	-0,16149
Tomato_B	-0,25865	NA	-0,31049	0,10968	NA	0,81325	NA	NA	-0,09501	NA	0,66213
Tomato_B	-0,25865	NA	-0,08392	0,41566	NA	NA	NA	NA	-0,14997	NA	NA
Tomato_B	1,81057	NA	-0,00728	0,49872	NA	NA	NA	NA	-0,11405	NA	NA
Tomato_B	0,77596	NA	0,03269	0,53907	NA	NA	NA	NA	0,08602	NA	NA
Tomato_B	-0,25865	NA	0,65552	1,00323	NA	NA	NA	NA	0,44667	NA	NA
Tomato_B	-0,25865	NA	0,67634	1,01515	NA	NA	NA	NA	0,62459	NA	NA
Tomato_B	0,77596	NA	0,98730	1,17610	NA	NA	NA	NA	0,96734	NA	NA
Tomato_B	-0,25865	NA	1,13562	1,24346	NA	NA	NA	NA	1,34997	NA	NA
Tomato_B	0,77596	NA	3,41468	1,90606	NA	NA	NA	NA	3,37720	NA	NA
Tumip_rape	-1,66719	0,15522	-1,28357	-1,88628	-1,47368	0,96946	-0,09311	NA	-1,64699	NA	0,14083
Tumip_rape	-0,22229	0,40125	-1,25358	-1,70674	-1,14034	1,16074	1,72955	NA	-1,37916	NA	1,82366
Tumip_rape	-0,46311	-0,14114	-0,92945	-0,68734	1,12916	0,79068	-0,14312	NA	0,27872	NA	0,06007
Tumip_rape	-0,22229	-0,23075	-0,92558	-0,67975	0,13625	1,23168	1,45976	NA	-0,42578	NA	1,54545
Tumip_rape	-0,70393	-0,31789	-0,68756	-0,29807	-0,28573	-0,18586	-0,07660	NA	-0,45753	NA	-0,62282
Tumip_rape	0,74097	-0,35294	-0,51050	-0,08636	0,23554	0,61113	-0,60221	NA	-0,24126	NA	-0,48458
Tumip_rape	-0,70393	-0,60003	0,06713	0,39705	-0,45240	0,67050	-1,24301	NA	-0,61210	NA	-0,67718
Tumip_rape	-0,94474	-0,94278	0,10293	0,42051	0,97668	-0,70288	0,25539	NA	0,23500	NA	0,56738
Tumip_rape	1,70424	-0,43655	0,78603	0,78660	1,01923	-1,05369	-1,01851	NA	1,44142	NA	-1,24555
Tumip_rape	0,25934	2,42926	0,81505	0,79954	-1,18290	-1,01867	-1,05291	NA	0,07206	NA	-0,28707
Tumip_rape	0,74097	1,67207	0,98631	0,87261	-1,09779	-1,97553	-0,43004	NA	0,19908	NA	-1,36158
Tumip_rape	1,70424	-0,67333	1,26690	0,98184	0,98377	-0,09963	-0,34155	NA	2,00630	NA	-0,51191
Tumip_rape	-0,22229	-0,96238	1,56588	1,08639	1,15221	-0,39794	1,55634	NA	0,53024	NA	1,05331
Watermelon_A	-1,63299	NA	-1,33242	NA	1,17698	NA	-1,32241	NA	NA	NA	NA
Watermelon_A	0,81650	-0,51168	-0,59219	-1,35113	-0,19321	1,43001	0,26886	-1,42588	NA	0,19707	NA
Watermelon_A	0,81650	0,53514	0,14805	-0,04230	-0,82408	-0,19953	1,15292	0,09506	NA	NA	NA
Watermelon_A	0,00000	-1,11887	0,51816	0,37905	0,89111	-0,89651	-0,69960	0,47529	NA	0,88680	NA
Watermelon_A	0,00000	1,09541	1,25840	1,01439	-1,05080	-0,33397	0,60023	0,85553	NA	-1,08386	NA
Watermelon_B	-0,83974	-0,23111	-1,11600	-1,90314	-1,25464	1,20510	0,69963	NA	-1,68923	NA	0,94779
Watermelon_B	-1,62089	-1,63506	-1,09122	-1,74555	-0,08893	1,84869	-0,53205	NA	-0,56190	NA	-0,42986
Watermelon_B	-0,44916	-1,14014	-1,02927	-1,42874	1,69097	-0,52459	-0,96640	NA	1,22529	NA	-0,93405
Watermelon_B	-0,83974	-0,60108	-0,80627	-0,72191	-0,07013	-0,07117	0,22150	NA	-0,45100	NA	0,43867
Watermelon_B	-0,05859	-0,61260	-0,74928	-0,59607	1,03792	0,26700	0,53575	NA	0,74515	NA	0,61009
Watermelon_B	-0,83974	-0,74575	-0,69477	-0,48782	1,29613	-0,04199	-0,33522	NA	0,92261	NA	-0,25707
Watermelon_B	-1,62089	-0,06258	-0,64522	-0,39788	-1,32358	1,26256	-1,25785	NA	-1,69015	NA	-1,70227
Watermelon_B	-0,44916	-0,08717	-0,62044	-0,35552	0,82609	0,13596	0,31407	NA	0,62846	NA	0,17223
Watermelon_B	-0,05859	0,00498	-0,53372	-0,21890	-0,06386	1,09164	0,49558	NA	-0,31593	NA	0,86682
Watermelon_B	-0,83974	-1,35088	-0,49655	-0,16517	0,38111	-0,09161	1,40234	NA	0,07097	NA	1,56959
Watermelon_B	1,50372	0,84504	-0,37266	-0,00293	-0,77833	0,92381	0,93426	NA	-0,85926	NA	1,06475
Watermelon_B	-0,44916	-0,36301	-0,26116	0,12510	-0,51511	-0,21558	-0,62781	NA	-0,70086	NA	-0,81554
Watermelon_B	0,33199	1,95312	-0,14966	0,23978	-0,01373	-0,83645	-0,88426	NA	-0,00696	NA	-0,61928
Watermelon_B	1,50372	1,10507	0,43262	0,69833	-0,33962	-1,36725	-0,25378	NA	0,10637	NA	-0,27514
Watermelon_B	-0,05859	-0,00374	0,85385	0,94087	-0,27068	-1,29217	2,79553	NA	-0,23354	NA	2,21071
Watermelon_B	0,72256	0,86635	0,95296	0,99094	1,22719	1,35918	0,31433	NA	1,69851	NA	-0,68250
Watermelon_B	1,50372	0,92143	1,08924	1,05626	-1,67455	-0,79972	-0,10870	NA	-1,22276	NA	0,24715
Watermelon_B	0,72256	-0,37131	1,59718	1,27041	0,67567	-1,46247	-1,37861	NA	1,43889	NA	-1,39881
Watermelon_B	0,33199	-0,48819	1,64674	1,28924	0,87623	-1,03634	-0,48865	NA	1,22754	NA	-0,76079
Watermelon_B	1,50372	1,99664	1,99363	1,41270	-1,61815	-0,35462	-0,87966	NA	-0,33221	NA	-0,25248
Watermelon_C	-1,52493	-1,70907	-1,65486	-2,93336	1,96785	2,42748	-0,91109	NA	0,38201	NA	-1,11776
Watermelon_C	-1,52493	-1,09504	-1,56874	-2,13322	0,57228	3,29324	-0,60469	NA	-0,83362	NA	0,06880
Watermelon_C	-1,04447	0,32198	-1,40963	-1,42447	0,26920	1,24417	-0,40263	NA	-0,87389	NA	0,38967
Watermelon_C	-0,56402	1,35712	-1,11294	-0,75217	-0,72846	0,30875	0,80815	NA	-1,69021	NA	3,09676
Watermelon_C	-1,52493	-0,78191	-0,85346	-0,39315	-0,49789	-0,22339	-0,18202	NA	-0,31816	NA	0,16019
Watermelon_C	-0,08356	-1,08802	-0,82471	-0,36017	0,75549	0,01298	-0,70538	NA	-0,52264	NA	-0,17389
Watermelon_C	-0,08356	-0,53125	-0,72411	-0,25250	-0,87418	-0,03991	0,40223	NA	-0,58331	NA	1,05047
Watermelon_C	-1,04447	2,56947	-0,70553	-0,23380	-0,85432	-0,06531	0,53836	NA	-1,22253	NA	0,32682
Watermelon_C	-0,08356	-1,19872	-0,36781	0,05716	1,01551	-0,27471	-0,68088	NA	1,45310	NA	-0,34256
Watermelon_C	-0,56402	0,51379	-0,07551	0,25557	-0,40208	-0,35605	-0,34715	NA	-0,76474	NA	-0,25452
Watermelon_C	1,83827	-0,48535	-0,00047	0,30083	-0,32851	-0,44111	-0,38131	NA	0,90383	NA	0,37556
Watermelon_C	0,87736	-0,64231	0,17097	0,39727	0,30860	-0,34863	-0,76664	NA	-0,23878	NA	-0,95130
Watermelon_C	0,39690	1,12418	0,28435	0,45637	-0,48710	-0,30760	0,56413	NA	0,06996	NA	0,33412
Watermelon_C	0,87736	-0,19348	0,31183	0,47020	0,56491	-0,41315	-0,69145	NA	1,42390	NA	-0,66858
Watermelon_C	0,87736	-0,35751	0,42096	0,52331	1,68956	-0,60491	-0,95201	NA	0,93293	NA	-1,63004
Watermelon_C	0,87736	-0,32344	0,51241	0,56578	-0,73484	-0,54930	0,62838	NA	-0,22907	NA	0,07806
Watermelon_C	0,39690	-0,33042	0,55252	0,58386	-0,52755	-0,28315	-0,05023	NA	-0,46765	NA	0,65698
Watermelon_C	-1,04447	1,07343	0,57091	0,59204	2,36296	-0,62534	-0,95798	NA	2,75452	NA	-1,75810
Watermelon_C	1,83827	0,56792	0,67888	0,63882	-0,28887	-0,48311	-0,14963	NA	0,17811	NA	-0,37272
Watermelon_C	0,87736	1,24205	0,86622	0,71520	-0,92723	-0,32756	3,10194	NA	0,46650	NA	0,98648
Watermelon_C	-0,08356	0,38360	1,12176	0,81093	-1,00085	-0,48532	NA	NA	-0,84924	NA	-0,72410
Watermelon_C	0,39690	-0,28435	1,83738	1,03920	-1,00085	-0,75019	NA	NA	-0,10151	NA	0,33171
Watermelon_C	-0,08356	-0,13270	1,96960	1,07630	-0,85361	-0,70791	1,73991	NA	0,13051	NA	0,13796
