crop,state,site,year,transect,honey_bee,bumble_bee,xylocopa,other_bee,syrphid,wild_bees,all_bees,mean_berry_wt_open_minus_bagged,mean_berry_wt_hand_minus_open,mean_berry_wt_open,mean_berry_wt_bagged,mean_berry_wt_hand,fruit_set_open,fruit_set_bagged,fruit_set_hand
blueberry,mi,30,2015,25,7.5,0,0,1,0.5,1,8.5,1.10625,0.075,1.4,0.29375,1.475,0.607142857,0.363636364,1.052631579
blueberry,mi,30,2015,50,6,0,0,0.5,0.5,0.5,6.5,0.947897754,-0.020936826,1.664381271,0.716483516,1.643444444,0.815906563,0.61,0.722222222
blueberry,mi,30,2015,100,5.5,0,0,0,0.5,0,5.5,1.335294118,-0.425770308,1.835294118,0.5,1.40952381,1,0.043478261,0.84
blueberry,mi,31,2015,0,13.25,0,0,0,0.25,0,13.25,-0.373809524,0.351587302,0.892857143,1.266666667,1.244444444,0.823529412,0.136363636,0.9
blueberry,mi,31,2015,25,26.75,0,0,0,0,0,26.75,0.758714119,0.226460063,1.384773746,0.626059626,1.611233808,0.998663102,0.662962963,0.866346154
blueberry,mi,31,2015,50,24.75,0,0,0.25,0.25,0.25,25,0.689325107,0.416056837,1.191597835,0.502272727,1.607654672,0.948051948,0.503226077,1.014460784
blueberry,mi,31,2015,100,25.75,0,0,0.5,0,0.5,26.25,0.762517677,-0.290479862,1.207934343,0.445416667,0.917454482,0.848349322,0.415886463,0.753193494
blueberry,mi,32,2013,0,13.25,0.25,0,2,0,2.25,15.5,0.365,0.272794118,0.6825,0.3175,0.955294118,1.043478261,0.105263158,0.894736842
blueberry,mi,32,2013,25,17.25,0,0,0.75,0,0.75,18,0.627289268,-0.140739826,1.08796149,0.460672222,0.947221664,0.898809524,0.420454545,0.985248447
blueberry,mi,32,2013,50,11.75,0,0,0,0,0,11.75,0.354309942,-0.17869263,0.872156433,0.517846491,0.693463803,0.992929607,0.420637464,0.992496867
blueberry,mi,32,2013,100,21.5,0,0,0.5,0,0.5,22,0.159949285,0.501028918,0.451514941,0.291565657,0.95254386,0.849282297,0.63003663,0.817209361
blueberry,mi,32,2014,0,16.66666667,0.666666667,0,2.666666667,0,3.333333333,20,0.97516473,-0.003779449,1.164755639,0.189590909,1.16097619,0.772017837,0.59375,0.693438914
blueberry,mi,32,2014,25,26.33333333,0.333333333,0,1.333333333,0,1.666666667,28,0.589290061,0.339882353,0.944117647,0.354827586,1.284,1.214285714,0.828571429,0.434782609
blueberry,mi,32,2014,50,15,0,0,0.333333333,0,0.333333333,15.33333333,0.45152669,0.266018182,0.855981818,0.404455128,1.122,0.839285714,0.852941176,0.91875
blueberry,mi,32,2014,100,15.66666667,0,0,0.666666667,0,0.666666667,16.33333333,0.718729167,-0.319746324,0.8076875,0.088958333,0.487941176,0.905370844,0.649350649,0.914004914
blueberry,mi,32,2015,0,18.66666667,0,0,0,0.333333333,0,18.66666667,0.126597477,-0.110251323,0.672751323,0.546153846,0.5625,0.646153846,0.44695122,0.510869565
blueberry,mi,32,2015,25,20,0,0,0,0,0,20,0.537626674,-0.181034436,0.942803442,0.405176768,0.761769006,0.789409722,0.307784196,0.859245892
blueberry,mi,32,2015,50,10.33333333,0,0,0.333333333,0,0.333333333,10.66666667,0.620321777,0.088865274,1.247486279,0.627164502,1.336351553,0.867617603,0.663892118,0.959112959
blueberry,mi,32,2015,100,5,0,0,0.333333333,0,0.333333333,5.333333333,0.415758929,0.080523123,0.908258929,0.4925,0.988782051,0.915243902,0.551948052,0.850694444
blueberry,mi,33,2013,0,19,0.333333333,0,0.666666667,0,1,20,0.710660826,-0.181495843,1.223615372,0.512954545,1.042119529,0.829161722,0.50573711,0.94245614
blueberry,mi,33,2013,25,15,0.333333333,0,0,0,0.333333333,15.33333333,0.805792848,-0.073732773,1.284681736,0.478888889,1.210948963,0.821568627,0.556489262,1.016666667
blueberry,mi,33,2013,50,8.666666667,0,0,0,0,0,8.666666667,-0.206710101,-0.398042785,1.338065257,1.544775359,0.940022472,0.88909763,0.911127451,0.933213949
blueberry,mi,33,2013,100,10.66666667,0,0,0,0,0,10.66666667,0.328561508,0.036615079,1.12977381,0.801212302,1.166388889,0.728891122,0.710210623,0.797860963
blueberry,mi,33,2014,0,25,0.666666667,0,1.333333333,0,2,27,0.664851373,0.202584414,0.884573595,0.219722222,1.087158009,1.084076383,0.768270945,1.009009009
blueberry,mi,33,2014,25,26.33333333,0,0,1,0,1,27.33333333,0.704666752,-0.160724108,0.894412698,0.189745946,0.733688591,0.898120915,0.598877666,0.988095238
blueberry,mi,33,2014,50,29.66666667,0,0,1,0,1,30.66666667,0.59462443,-0.33808751,0.853278846,0.258654417,0.515191336,0.811574074,0.680996473,0.757535568
blueberry,mi,33,2014,100,14.33333333,0,0,0.666666667,0,0.666666667,15,0.354707792,-0.079679324,0.810422078,0.455714286,0.730742754,0.743055556,0.330687831,0.907738095
blueberry,mi,33,2015,0,28.75,0,0,1,0,1,29.75,0.430811325,0.652244231,0.950930372,0.520119048,1.603174603,1.021276596,0.706896552,0.934090909
blueberry,mi,33,2015,25,33,0,0,0,0.25,0,33,1.119762443,0.208389186,1.402262443,0.2825,1.610651629,0.856481481,0.892720307,0.934313725
blueberry,mi,33,2015,50,29.25,1,0,0,0,1,30.25,0.746502742,-0.042027896,1.356778432,0.610275689,1.314750536,0.829828471,0.844809095,0.788499361
blueberry,mi,33,2015,100,22.75,0,0,0,0,0,22.75,0.989621212,0.101308821,1.427537879,0.437916667,1.5288467,0.850208333,0.807371381,0.925
blueberry,mi,34,2013,0,20.66666667,1.666666667,0,3.333333333,0,5,25.66666667,0.913581108,-0.21529837,1.08017337,0.166592262,0.864875,0.968572191,0.748335946,1.023326572
blueberry,mi,34,2013,25,24.33333333,1,0.666666667,3,0,4.666666667,29,0.629129933,0.07259095,0.821380213,0.192250281,0.893971163,1.052192982,0.677664109,1.051428571
blueberry,mi,34,2013,50,23,1,0,2.666666667,0,3.666666667,26.66666667,0.915300303,-0.324497472,1.140795433,0.22549513,0.816297961,0.92887931,0.315674719,0.936631944
blueberry,mi,34,2013,100,24,1,0,1.666666667,0,2.666666667,26.66666667,0.51207993,0.208517399,0.976097986,0.464018056,1.184615385,0.842127842,0.578407009,0.976190476
blueberry,mi,34,2014,0,34.25,1.75,0,4,0,5.75,40,0.459311627,0.275873507,0.773405377,0.31409375,1.049278885,0.983803258,0.427112147,0.817724813
blueberry,mi,34,2014,25,32.5,1.5,0.25,2.75,0,4.5,37,0.645472694,0.395757555,0.865745421,0.220272727,1.261502976,0.718137255,0.274894084,0.708864411
blueberry,mi,34,2014,50,27.75,1.25,0.75,2.5,0,4.5,32.25,0.342206402,0.216276889,0.837396878,0.495190476,1.053673768,0.94001548,0.460897436,0.798319328
blueberry,mi,34,2014,100,26.25,2,0,1,0,3,29.25,0.387043636,0.415050478,0.798577727,0.411534091,1.213628205,0.877486345,0.613304094,0.847222222
blueberry,mi,34,2015,0,36.33333333,0.333333333,0,3.333333333,0,3.666666667,40,0.919274322,0.365103558,1.214274322,0.295,1.57937788,0.777880184,0.311781609,0.880357143
blueberry,mi,34,2015,25,42,0.333333333,0,2,0,2.333333333,44.33333333,0.202438424,-0.035771757,0.841327313,0.638888889,0.805555556,0.851197665,0.258412698,0.918167179
blueberry,mi,34,2015,50,38.66666667,1.333333333,0,1.666666667,0,3,41.66666667,0.421515152,-0.06020592,0.873333333,0.451818182,0.813127413,0.897321429,0.358695652,0.913449163
blueberry,mi,34,2015,100,39.66666667,1,0,2,0.333333333,3,42.66666667,0.939673913,-0.713043478,1.152173913,0.2125,0.439130435,0.821428571,0.296296296,0.71875
blueberry,or,35,2014,0,33.5,0,0,0,0,0,33.5,1.2103125,-0.708645833,1.4553125,0.245,0.746666667,1,0.111111111,0.652173913
blueberry,or,35,2014,25,31,0,0,0,0,0,31,0.818974485,-0.290863821,1.335111237,0.516136752,1.044247416,0.956321839,0.488030059,1.037830688
blueberry,or,35,2014,50,33.5,0,0,1,0,1,34.5,0.635749197,-0.263013086,1.141304753,0.505555556,0.878291667,1.128456221,0.286060606,0.882543103
blueberry,or,35,2014,100,25.5,0,0,0,0,0,25.5,0.155774956,0.457725856,0.771965432,0.616190476,1.229691288,0.811111111,0.42149464,1.121863799
blueberry,or,35,2015,0,14.66666667,0,0,1.666666667,0,1.666666667,16.33333333,0.405984127,0.048525443,0.816049603,0.410065476,0.864575046,0.878679435,0.266833385,0.931662088
blueberry,or,35,2015,25,12,0.333333333,0,1.333333333,0,1.666666667,13.66666667,0.331376114,0.410339531,0.803699346,0.472323232,1.214038878,0.735738612,0.227360483,0.809876543
blueberry,or,35,2015,50,16,0,0,1,0,1,17,0.154628127,0.192013403,0.745004195,0.590376068,0.937017598,0.774060507,0.283692529,0.842860644
blueberry,or,35,2015,100,11.66666667,0,0,2.666666667,0,2.666666667,14.33333333,0.29934127,-0.011857376,0.938160714,0.638819444,0.926303338,0.808438943,0.308786829,1.047916667
blueberry,or,36,2014,0,22,1.5,0,0,0,1.5,23.5,0.564444444,0.022340659,1.411111111,0.846666667,1.43345177,0.61637618,0.37037037,0.607864358
blueberry,or,36,2014,100,16.5,0,0,0,0,0,16.5,0.192945652,0.197609649,0.85425,0.661304348,1.051859649,0.537037037,0.779885057,0.484477124
blueberry,or,36,2015,0,19.66666667,0.666666667,0,1.666666667,0,2.333333333,22,1.007592593,0.948969907,1.132592593,0.125,2.0815625,1.08,0.230769231,1.032258065
blueberry,or,36,2015,25,10.66666667,0,0,0.333333333,0,0.333333333,11,0.473739825,0.279682961,0.951335979,0.477596154,1.231018939,0.652472527,0.267831321,0.894613057
blueberry,or,36,2015,50,23,0,0,1.666666667,0,1.666666667,24.66666667,0.392453581,0.793886874,0.961805433,0.569351852,1.755692308,0.818031431,0.229901961,0.866100283
blueberry,or,36,2015,100,12.66666667,0,0,0.333333333,0,0.333333333,13,0.43620202,0.56056734,0.823969697,0.387767677,1.384537037,0.709359606,0.253234805,0.621431708
blueberry,or,37,2014,0,15,0,0,0.5,0,0.5,15.5,0.260536737,-0.091694395,1.286465308,1.025928571,1.194770913,1.569086022,0.338972719,1.126436782
blueberry,or,37,2014,25,20,0,0,0.5,0,0.5,20.5,0.260282001,0.124753892,1.282974308,1.022692308,1.4077282,0.852857143,0.432142857,1.642195767
blueberry,or,37,2014,50,18,0,0,0,0,0,18,0.154023985,0.321012196,1.132981417,0.978957431,1.453993612,1.173218391,0.459481916,1.211195286
blueberry,or,37,2014,100,23.5,0,0,1,0,1,24.5,0.13325,-0.209495614,1.227916667,1.094666667,1.018421053,1.297297297,0.441176471,0.655172414
blueberry,or,37,2015,0,19,0,0,1.333333333,0,1.333333333,20.33333333,1.046214286,-0.95265873,1.418214286,0.372,0.465555556,0.848484848,0.142857143,0.692307692
blueberry,or,37,2015,25,20.66666667,0,0,1.666666667,0,1.666666667,22.33333333,-0.065863561,0.240419577,0.589503106,0.655366667,0.829922683,0.84672619,0.20094086,1.030135098
blueberry,or,37,2015,50,22,0,0,1,0,1,23,0.455193798,-0.575431894,1.071860465,0.616666667,0.496428571,1.303030303,0.1,1.037037037
blueberry,or,37,2015,100,20,0,0,0.666666667,0,0.666666667,20.66666667,0.503375403,0.483524597,0.977508737,0.474133333,1.461033333,0.877678571,0.337335036,0.904504044
blueberry,or,38,2014,0,58,0.333333333,0,0.333333333,0,0.666666667,58.66666667,0.817945886,0.288107891,1.647195886,0.82925,1.935303777,1.164942529,0.446428571,1.217857143
blueberry,or,38,2014,25,27.66666667,0,0,0,0,0,27.66666667,0.633676427,0.117431315,1.408709107,0.77503268,1.526140422,1.04465008,0.389240911,0.944324713
blueberry,or,38,2014,50,38,0,0,1.333333333,0,1.333333333,39.33333333,1.031833995,-0.098238755,1.847759921,0.815925926,1.749521166,1.091543514,0.329944002,1.097530864
blueberry,or,38,2014,100,27.66666667,0,0,0.666666667,0,0.666666667,28.33333333,0.78219493,0.4979567,1.524166667,0.741971737,2.022123366,1.057692308,0.467049808,1.09174526
blueberry,or,38,2015,0,33,0.333333333,0,1,0,1.333333333,34.33333333,0.892503509,-0.175117239,1.205836842,0.313333333,1.030719603,0.769414576,0.064732143,0.981481481
blueberry,or,38,2015,25,27,0,0,0.666666667,0,0.666666667,27.66666667,0.801538384,-0.506818086,1.441053535,0.639515152,0.93423545,0.930147352,0.238183422,0.498780913
blueberry,or,38,2015,50,18,0.333333333,0,1.666666667,0,2,20,0.411727513,0.517002372,0.833227513,0.4215,1.350229885,0.810763889,0.222916667,0.983870968
blueberry,or,38,2015,100,17.33333333,0.666666667,0,1.666666667,0,2.333333333,19.66666667,0.3908,0.636385185,0.9188,0.528,1.555185185,1,0.625,0.9
blueberry,or,39,2014,0,29,0,0,0,0,0,29,0.487906501,0.446803128,1.172830743,0.684924242,1.619633871,0.881046219,0.514840564,0.984561634
blueberry,or,39,2014,25,61,0.5,0,0,0,0.5,61.5,1.162793864,-0.116205232,1.889760531,0.726966667,1.7735553,0.922442283,0.666559425,1.142211768
blueberry,or,39,2014,50,31,0,0,0,0,0,31,0.80924174,0.391887955,1.595198477,0.785956736,1.987086432,1.006635319,0.559453123,1.047705939
blueberry,or,39,2014,100,56,0,0,0,0,0,56,0.745836111,0.933087195,1.484933333,0.739097222,2.418020528,0.945320197,0.454761905,0.975
blueberry,or,39,2015,0,21,0,0,0,0,0,21,0.56768642,0.17582757,1.008153086,0.440466667,1.183980657,1.077948718,0.554578038,0.898351648
blueberry,or,39,2015,25,26.33333333,0,0,0.666666667,0,0.666666667,27,0.706787271,-0.238205282,1.160496949,0.453709677,0.922291667,1.066471163,1.130636605,0.944700461
blueberry,or,39,2015,50,23.33333333,0,0,1.333333333,0,1.333333333,24.66666667,0.67992935,0.222740954,1.21213708,0.532207729,1.434878033,1.011494253,0.621146953,1.120238095
blueberry,or,39,2015,100,27,0.666666667,0,0.333333333,0,1,28,0.343218519,0.125020721,0.822033333,0.478814815,0.947054054,1.034482759,0.9,1.057142857
blueberry,or,40,2014,0,7.5,0,0,0,0,0,7.5,0.710075163,0.28421066,1.731519608,1.021444444,2.015730268,0.622012138,0.164417791,1.254901961
blueberry,or,40,2014,25,17.5,0,0,0,0,0,17.5,0.690025132,0.294996719,1.218763228,0.528738095,1.513759947,0.930995475,0.547857143,0.983333333
blueberry,or,40,2014,50,14.5,0.5,0,0,0,0.5,15,0.54875,0.045833333,1.6375,1.08875,1.683333333,0.592592593,0.571428571,1.434782609
blueberry,or,40,2014,100,14,1,0,0,0,1,15,1.007180745,0.193996094,1.736773137,0.729592391,1.930769231,1.873641304,0.66,1.142633229
blueberry,or,40,2015,0,25.33333333,0,0,0.333333333,0,0.333333333,25.66666667,0.788132463,0.027687905,1.623461828,0.835329365,1.651149733,0.929802956,0.455185185,1.177056277
blueberry,or,40,2015,50,22.33333333,0.333333333,0,0,0,0.333333333,22.66666667,0.76092858,0.126459958,1.413070906,0.652142326,1.539530864,1.134920635,0.601370851,1.038062678
blueberry,or,40,2015,100,26.66666667,0,0,0,0,0,26.66666667,0.41943847,0.094466871,1.091730137,0.672291667,1.186197008,1.064967382,0.405371047,1.114541789
