Organism_ID,Family,Guild,Data_version
Mesembrius sp,Syrphidae,syrphids,V0.1
Microgastrinae,Braconidae,non_bee_hymenoptera,V0.1
Microgastrinae,NA,non_bee_hymenoptera,V0.1
Micromus._tasmaniae,NA,other,V0.1
Milesia crabroniformis,Syrphidae,syrphids,V0.1
Milesia sp. 1,Syrphidae,syrphids,V0.1
Milichiidae,NA,other_flies,V0.1
Mirid Bug,Miridae,other,V0.1
Miris striatus,Miridae,other,V0.1
Mischicyttatus rotundicollis,Vespidae,non_bee_hymenoptera,V0.1
Monolepta australis,Chrysomelidae,beetles,V0.1
Monolepta citrinella Jacoby,CHRYSOMELIDAE: GALERUCINAE,beetles,V0.1
Monolepta_citrinella_Jacoby,NA,beetles,V0.1
Monolepta_ursulae_Wagner_2003,Chrysomelidae,beetles,V0.1
Monolepta_ursulae_Wagner_2003,NA,beetles,V0.1
Mordellinae sp1,MORDELLIDAE: MORDELLINAE,beetles,V0.1
Mosca brillante,NA,other_flies,V0.1
Mosca domestica,NA,other_flies,V0.1
Mosca gris lomo rayado,NA,other_flies,V0.1
moth,NA,lepidoptera,V0.1
moth sp3,ni,lepidoptera,V0.1
moth sp5,ni,lepidoptera,V0.1
Musca domestica,Muscidae,other_flies,V0.1
Musca hervei,Muscidae,other_flies,V0.1
Musca_hervei,NA,other_flies,V0.1
Muscidae,Muscidae,other_flies,V0.1
Muscidae (like a house fly),Muscidae,other_flies,V0.1
Muscidae sp 1,Muscidae,other_flies,V0.1
Muscidae sp1,Muscidae,other_flies,V0.1
Muscidae..inc.Musca_domestica_L.,Muscidae,other_flies,V0.1
Muscidae_6,NA,other_flies,V0.1
Muscidae_7,NA,other_flies,V0.1
Muscidae_sp.,NA,other_flies,V0.1
Mutillidae sp.1,Vespidae,non_bee_hymenoptera,V0.1
Myathropa florea,Syrphidae,syrphids,V0.1
Myathropa_florea,NA,syrphids,V0.1
Myorhina ugamskii,Sarcophagidae,other_flies,V0.1
Myorhina uniseta,Sarcophagidae,other_flies,V0.1
Myorhina_uniseta,NA,other_flies,V0.1
Nannotrigona testaceicornes,Apidae,other_wild_bees,V0.1
native_bee,NA,other_wild_bees,V0.1
native_bumble_bee,NA,bumblebees,V0.1
Nebria.brevicollis,NA,beetles,V0.1
Nebria.salina,NA,beetles,V0.1
Nematocera,Nematocera fam.,other_flies,V0.1
Nematocera_sp.,NA,other_flies,V0.1
Nemotelus nigrinus,Stratiomyidae,other_flies,V0.1
Neoascia geniculata,Syrphidae,syrphids,V0.1
Neoascia podagrica,Syrphidae,syrphids,V0.1
Neoascia tenur,Syrphidae,syrphids,V0.1
Neoascia_podagrica,NA,syrphids,V0.1
Neocnemodon_ vitripennis,Syrphidae,syrphids,V0.1
Neomyia timorensis,Muscidae,other_flies,V0.1
Neomyia_timorensis,NA,other_flies,V0.1
Neophryxe psychidis,Tachinidae,other_flies,V0.1
Neophryxe_psychidis,NA,other_flies,V0.1
Nephrotoma spp.,Tipulidae,other_flies,V0.1
Neuroptera sp.2,NA,other,V0.1
Nezara viridula,Pentatomidae,other,V0.1
Nezara_viridula,NA,other,V0.1
Nitulidae_sp_,Nitulidae,beetles,V0.1
Nitulidae_sp_,NA,beetles,V0.1
Nomada,Apidae,other_wild_bees,V0.1
Nomada armatella,Apidae,other_wild_bees,V0.1
Nomada bethunei,Apidae,other_wild_bees,V0.1
Nomada bidentate,Apidae,other_wild_bees,V0.1
Nomada cressonii,Apidae,other_wild_bees,V0.1
Nomada denticulata,Apidae,other_wild_bees,V0.1
Nomada depressa,Apidae,other_wild_bees,V0.1
Nomada fabricana,Apidae,other_wild_bees,V0.1
Nomada fabriciana,Apidae,other_wild_bees,V0.1
Nomada flavoguttata,Apidae,other_wild_bees,V0.1
Nomada fucata,Apidae,other_wild_bees,V0.1
Nomada goodeniana,Apidae,other_wild_bees,V0.1
Nomada gracilis,Apidae,other_wild_bees,V0.1
Nomada luteoloides,Apidae,other_wild_bees,V0.1
Nomada marshamella,NA,honeybees,V0.1
Nomada marshamella,Apidae,honeybees,V0.1
Nomada melathoracica,Apidae,other_wild_bees,V0.1
Nomada meridionalis,Apidae,other_wild_bees,V0.1
Nomada parva,Apidae,other_wild_bees,V0.1
Nomada ruficornis,Apidae,other_wild_bees,V0.1
Nomada ruficornis,NA,other_wild_bees,V0.1
Nomada sp,Apidae,other_wild_bees,V0.1
Nomada sp.,Apidae,other_wild_bees,V0.1
Nomada sp1,Apidae,other_wild_bees,V0.1
Nomada sp2,Apidae,other_wild_bees,V0.1
Nomada striata,Apidae,other_wild_bees,V0.1
Nomada versicolor,Apidae,other_wild_bees,V0.1
Nomada.flavoguttata,NA,other_wild_bees,V0.1
Nomada_fabriciana,NA,other_wild_bees,V0.1
Nomada_flava,NA,other_wild_bees,V0.1
Nomada_marshamella,NA,honeybees,V0.1
Nomada_ruficornis,NA,other_wild_bees,V0.1
Nomada_sp,NA,other_wild_bees,V0.1
Nomia sp.,NA,other_wild_bees,V0.1
Nomia sp. 1,NA,other_wild_bees,V0.1
Nomia sp. 2,NA,other_wild_bees,V0.1
Nomia sp. 3,NA,other_wild_bees,V0.1
Nomia_irridiscens,NA,other_wild_bees,V0.1
Nomiapis bispinosa,Apidae,honeybees,V0.1
Nomiapis diversipes,Halictidae,other_wild_bees,V0.1
Non identified bee,Non identified,other_wild_bees,V0.1
Notiophilus.aestuans,NA,beetles,V0.1
Notiophilus.palustris,NA,beetles,V0.1
Nyctemera_annulata,NA,lepidoptera,V0.1
Ocyptamus gastrostactus,Syrphidae,syrphids,V0.1
Odonata sp.1,NA,other,V0.1
Odonata sp.2,NA,other,V0.1
Odonata spp.,Odonata fam.,other,V0.1
Odontomyia_sp.,NA,other_flies,V0.1
Oecophylla smaragdina,Formicidae,non_bee_hymenoptera,V0.1
Oedemera lurida,Oedemeridae,beetles,V0.1
Oedemera spp.,Oedemeridae,beetles,V0.1
Omicron sp.1,Vespidae,non_bee_hymenoptera,V0.1
Onesia nartshukae　complex,Calliphoridae,other_flies,V0.1
Onesia pusilla,Calliphoridae,other_flies,V0.1
Onesia_nartshukae_complex,NA,other_flies,V0.1
Oreumenes decoratus,Vespidae,non_bee_hymenoptera,V0.1
Oreumenes_decoratus,NA,non_bee_hymenoptera,V0.1
Ornidia obesa,Syrphidae,syrphids,V0.1
Ornidia obessa,Syrphidae,syrphids,V0.1
Orocrambus_flexuosellus,NA,lepidoptera,V0.1
Orthonevra geniculata,Syrphidae,syrphids,V0.1
Orthonevra nobilis,Syrphidae,syrphids,V0.1
Orthoptera sp.1,NA,other,V0.1
Osmia,Megachilidae,other_wild_bees,V0.1
Osmia albiventris,Megachilidae,other_wild_bees,V0.1
Osmia atriventris,Megachilidae,other_wild_bees,V0.1
Osmia atrocyanea,Megachilidae,other_wild_bees,V0.1
Osmia aurulenta,Megachilidae,other_wild_bees,V0.1
Osmia bicolor,Megachilidae,other_wild_bees,V0.1
Osmia bicolor,Apidae,other_wild_bees,V0.1
Osmia bicornis,Megachilidae,other_wild_bees,V0.1
Osmia bicornis,Apidae,other_wild_bees,V0.1
Osmia bucephala,Megachilidae,other_wild_bees,V0.1
Osmia conjuncta,Megachilidae,other_wild_bees,V0.1
Osmia cornifrons,Megachilidae,other_wild_bees,V0.1
Osmia cornuta,Megachilidae,other_wild_bees,V0.1
Osmia cyanella,Megachilidae,other_wild_bees,V0.1
Osmia inermis,Megachilidae,other_wild_bees,V0.1
Osmia lignaria,Megachilidae,other_wild_bees,V0.1
Osmia lignaria propingua,NA,other_wild_bees,V0.1
Osmia ligurica,Megachilidae,other_wild_bees,V0.1
Osmia michiganensis,Megachilidae,other_wild_bees,V0.1
Osmia pumila,Megachilidae,other_wild_bees,V0.1
Osmia rufa,Megachilidae,other_wild_bees,V0.1
Osmia sp,Megachilidae,other_wild_bees,V0.1
Osmia sp.,Apidae,other_wild_bees,V0.1
Osmia sp.,Megachilidae,other_wild_bees,V0.1
Osmia sp1,Megachilidae,other_wild_bees,V0.1
Osmia spinulosa,Megachilidae,other_wild_bees,V0.1
Osmia ssp.,NA,other_wild_bees,V0.1
Osmia subfasciata,Megachilidae,other_wild_bees,V0.1
Osmia taurus,Megachilidae,other_wild_bees,V0.1
Osmia.bicornis,NA,other_wild_bees,V0.1
Osmia_ bicornis,Megachilidae,other_wild_bees,V0.1
Osmia_ rufa,Megachilidae,other_wild_bees,V0.1
Osmia_18,NA,other_wild_bees,V0.1
Osmia_19,NA,other_wild_bees,V0.1
Osmia_bicornis,NA,other_wild_bees,V0.1
Osmia_rufa,NA,other_wild_bees,V0.1
Osmia_sp,NA,other_wild_bees,V0.1
other,NA,other,V0.1
other  bee,Apidae,other_wild_bees,V0.1
Other Coleoptera (>3mm),Coleoptera fam.,beetles,V0.1
Other Diptera (>3mm),Diptera fam.,other_flies,V0.1
Other Hemiptera (>3mm),Hemiptera fam.,other,V0.1
Other Hymenoptera (>3mm),Hymenoptera fam.,non_bee_hymenoptera,V0.1
Other solitary bee,Hymenoptera,other_wild_bees,V0.1
Other Solitary wasp,Aculeata fam.,non_bee_hymenoptera,V0.1
other.diptera,NA,other_flies,V0.1
other.syrphidae,NA,syrphids,V0.1
other_Diptera,NA,other_flies,V0.1
Other_Dipterans,Diptera,other_flies,V0.1
other_fly,NA,other_flies,V0.1
Otitidae,NA,other_flies,V0.1
"Oxaea flavescens Klug, 1807",Andrenidae (Oxaeinae),other_wild_bees,V0.1
Oxysarcodexia_varia,NA,other_flies,V0.1
Pachyanthidium cordatum,NA,other_wild_bees,V0.1
Pachymelus conspicuus,NA,NA,V0.1
Pagurodactylus_sp2,Melyridae,beetles,V0.1
Pagurodactylus_sp2,NA,beetles,V0.1
Pales sp.,Tachinidae,other_flies,V0.1
Pales_marginata,NA,other_flies,V0.1
Pales_sp.,NA,other_flies,V0.1
Pales_usitata,NA,other_flies,V0.1
Palpada furcata,Syrphidae,syrphids,V0.1
Palpada mexicana,Syrphidae,syrphids,V0.1
Palpada pygolampus,Syrphidae,syrphids,V0.1
Palpada vinetorum,Sirfidae,syrphids,V0.1
Panurginus sp.,Andrenidae,other_wild_bees,V0.1
Panurginus sp.,NA,other_wild_bees,V0.1
Panurginus_15,NA,other_wild_bees,V0.1
Papilio thoas,papilionidae,lepidoptera,V0.1
Paragus jazanus,Syrphidae,syrphids,V0.1
Paragus longiventris,SYRPHIDAE,syrphids,V0.1
Paragus quadrifasciata,Syrphidae,syrphids,V0.1
Paragus quadrifasciatus,Syrphidae,syrphids,V0.1
Paragus_quadrifasciatus,NA,syrphids,V0.1
Pararge aegeria,Leipdoptera,lepidoptera,V0.1
Pararge_aegeria,NA,lepidoptera,V0.1
Parasarcophaga albiceps,Sarcophagidae,other_flies,V0.1
Parasarcophaga similis,Sarcophagidae,other_flies,V0.1
Parasarcophaga unguitigris,Sarcophagidae,other_flies,V0.1
Parasarcophaga_albiceps,NA,other_flies,V0.1
Parasarcophaga_similis,NA,other_flies,V0.1
Parasarcophaga_unguitigris,NA,other_flies,V0.1
parasitic_wasp,NA,non_bee_hymenoptera,V0.1
Parasitica,NA,non_bee_hymenoptera,V0.1
parasitoid_wasp,NA,non_bee_hymenoptera,V0.1
Parasitoids,Parasitica fam.,non_bee_hymenoptera,V0.1
Parasyrphus annulatus,Syrphidae,syrphids,V0.1
Parasyrphus lineolus,Syrphidae,syrphids,V0.1
Parasyrphus macularis,Syrphidae,syrphids,V0.1
Parasyrphus.annulatus,NA,syrphids,V0.1
Parasyrphus_nigritarsis,NA,syrphids,V0.1
Paratrigona lineata,Apidae,other_wild_bees,V0.1
"Paratrigona lineata Lepeletier, 1836",Apidae,other_wild_bees,V0.1
Paravespula sp.,Vespidae,non_bee_hymenoptera,V0.1
Parhelophilus frutetorum,Syrphidae,syrphids,V0.1
Parhelophilus_frutetorum,NA,syrphids,V0.1
Parnara guttata,Hesperiidae,lepidoptera,V0.1
Parnara_guttata,NA,lepidoptera,V0.1
Parophonus.maculicornis,NA,beetles,V0.1
Partamona sp.,Apidae,other_wild_bees,V0.1
Partamona sp.,NA,other_wild_bees,V0.1
Partamona sp.1,Apidae,other_wild_bees,V0.1
Patellapis sp. 4,Halictidae,other_wild_bees,V0.1
Pedinorrhina__Chondrorrhina__trivittata__Schaum,Scarabaeidae,beetles,V0.1
Pedinorrhina__Chondrorrhina__trivittata__Schaum,NA,beetles,V0.1
Pelopidas mathias,Hesperiidae,lepidoptera,V0.1
Pelopidas_mathias,NA,lepidoptera,V0.1
Pemphredon inornata,Crabronidae,non_bee_hymenoptera,V0.1
Pemphredon lethifer,Crabronidae,non_bee_hymenoptera,V0.1
Penthetria japonica,Bibionidae,other_flies,V0.1
Peponapis pruniosa,NA,honeybees,V0.1
Pepsis sp.,Pompilidae,non_bee_hymenoptera,V0.1
Phasmatodea_sp.,NA,other,V0.1
Phoebis neocypris,Hesperiidae,lepidoptera,V0.1
Phyciodes tharos,Nymphalidae,lepidoptera,V0.1
Phyllopertha horticola,Scarabaeidae,beetles,V0.1
Phytomia zonata,Syrphidae,syrphids,V0.1
Phytomia_zonata,NA,syrphids,V0.1
Pieridae_sp,NA,lepidoptera,V0.1
Pieris canidia (Indian cabbage white),Pieridae,lepidoptera,V0.1
Pieris rapae,Pieridae,lepidoptera,V0.1
Pieris_brassicae,Pieridae,lepidoptera,V0.1
Pieris_canidia,NA,lepidoptera,V0.1
Pieris_napi,Lepidoptera,lepidoptera,V0.1
Pieris_napi,NA,lepidoptera,V0.1
Pieris_rapae,NA,lepidoptera,V0.1
Pipiza noctiluca,Syrphidae,syrphids,V0.1
Pipiza quadrimaculata,Syrphidae,syrphids,V0.1
Pipiza sp.,Syrphidae,syrphids,V0.1
Pipiza_ noctiluca,Syrphidae,syrphids,V0.1
Pipizella viduata,Syrphidae,syrphids,V0.1
Pipizella_ viduata,Syrphidae,syrphids,V0.1
Pipizella_viduata,NA,syrphids,V0.1
Pirpinto amarillo,NA,lepidoptera,V0.1
Platycheirus,Syrphidae,syrphids,V0.1
Platycheirus albimanus,Syrphidae,syrphids,V0.1
Platycheirus angustatus,Syrphidae,syrphids,V0.1
Platycheirus cf. ambiguus,Syrphidae,syrphids,V0.1
Platycheirus clypeatus,Syrphidae,syrphids,V0.1
Platycheirus fulviventris,Syrphidae,syrphids,V0.1
Platycheirus manicatus,Syrphidae,syrphids,V0.1
Platycheirus manicatus,NA,syrphids,V0.1
Platycheirus occultus,Syrphidae,syrphids,V0.1
Platycheirus peltatus,Syrphidae,syrphids,V0.1
Platycheirus scambus,Syrphidae,syrphids,V0.1
Platycheirus sp.,Syrphidae,syrphids,V0.1
Platycheirus tarsalis,Syrphidae,syrphids,V0.1
Platycheirus.albimanus,NA,syrphids,V0.1
Platycheirus.manicatus,NA,syrphids,V0.1
Platycheirus.scutatus,NA,syrphids,V0.1
Platycheirus/Melanostoma_ spec.,Syrphidae,syrphids,V0.1
Platycheirus_ albimanus,Syrphidae,syrphids,V0.1
Platycheirus_ ambiguus,Syrphidae,syrphids,V0.1
Platycheirus_ cf. scutatus,Syrphidae,syrphids,V0.1
Platycheirus_ peltatus,Syrphidae,syrphids,V0.1
Platycheirus_ scutatus,Syrphidae,syrphids,V0.1
Platycheirus_albimanus,Syrphidae,syrphids,V0.1
Platycheirus_albimanus,NA,syrphids,V0.1
Platycheirus_angustatus,NA,syrphids,V0.1
Platycheirus_clypeatus,NA,syrphids,V0.1
Platycheirus_nielseni,Syrphidae,syrphids,V0.1
Platycheirus_peltatus,Syrphidae,syrphids,V0.1
Platycheirus_scambus,Syrphidae,syrphids,V0.1
Platycheirus_scutatus,NA,syrphids,V0.1
Platycheirus_sp,Syrphidae,syrphids,V0.1
Platycheirus_splendidus,NA,syrphids,V0.1
Platynus.assimilis,NA,beetles,V0.1
Playcheirus_ spec.,Syrphidae,syrphids,V0.1
Plebeia frontalis,NA,other_wild_bees,V0.1
Plebeia sp,Apidae,other_wild_bees,V0.1
Plebeia sp.1,Apidae,other_wild_bees,V0.1
Plebeia_frontalis,NA,other_wild_bees,V0.1
Plebeina hildebrandti,NA,other_wild_bees,V0.1
Plecia sp,Bibionidae,other_flies,V0.1
Plecoptera spp.,Plecoptera fam.,other,V0.1
Plutella xylostella,Plutellidae,lepidoptera,V0.1
Poecilus.cupreus,NA,beetles,V0.1
Poecilus.versicolor,NA,beetles,V0.1
Polistes bischoffi,Vespidae,non_bee_hymenoptera,V0.1
Polistes dominula,Vespidae,non_bee_hymenoptera,V0.1
Polistes hebraeus,Vespidae,non_bee_hymenoptera,V0.1
Polistes nipponensis,Vespidae,non_bee_hymenoptera,V0.1
Polistes rothneyi,Vespidae,non_bee_hymenoptera,V0.1
Polistes snelleni,Vespidae,non_bee_hymenoptera,V0.1
Polistes sp2,Vespidae,non_bee_hymenoptera,V0.1
Polistes_nipponensis,NA,non_bee_hymenoptera,V0.1
Polistes_snelleni,NA,non_bee_hymenoptera,V0.1
Polistes_sp,NA,non_bee_hymenoptera,V0.1
Polistes_sp_hipolitodataset,NA,non_bee_hymenoptera,V0.1
Polistinae sp 1,NA,non_bee_hymenoptera,V0.1
Polistinae sp2,NA,non_bee_hymenoptera,V0.1
Polistinae_sp1_vergaradataset,NA,non_bee_hymenoptera,V0.1
Polistinae_sp2_vergaradataset,NA,non_bee_hymenoptera,V0.1
Pollen beetle,Nitidulidae,beetles,V0.1
Pollenia_pseudorudis,NA,other_flies,V0.1
Polybia dimidiata,Vespidae,non_bee_hymenoptera,V0.1
Polybia ignobilis,Vespidae,non_bee_hymenoptera,V0.1
Polybia sericea,Vespidae,non_bee_hymenoptera,V0.1
Polybia sp.1,Vespidae,non_bee_hymenoptera,V0.1
Polybia sp.2,Vespidae,non_bee_hymenoptera,V0.1
Polytremis pellucida,Hesperiidae,lepidoptera,V0.1
Polytremis_pellucida,NA,lepidoptera,V0.1
Pompilidae_cf,NA,non_bee_hymenoptera,V0.1
POMPILIDAE_cf,POMPILIDAE,non_bee_hymenoptera,V0.1
Pompilidae_sp1_hipolitodataset,NA,non_bee_hymenoptera,V0.1
Pompillidae sp 1,Pompillidae,non_bee_hymenoptera,V0.1
Precis_iphita,NA,lepidoptera,V0.1
Proscissio_sp.,NA,other_flies,V0.1
Protohystricia_alcis,NA,other_flies,V0.1
Psaenythia sp.,NA,NA,V0.1
Pseudapis sp.,NA,other_wild_bees,V0.1
Pseudapis sp. 1,Halictidae,other_wild_bees,V0.1
Pseudoanthidium sp.,NA,other_wild_bees,V0.1
Pseudodorus clavatus,Syrphidae,syrphids,V0.1
Pseudophilanthus sp.,NA,other_wild_bees,V0.1
Pterostichus.anthracinus,NA,beetles,V0.1
Pterostichus.melanarius,NA,beetles,V0.1
Pterostichus.nigrita,NA,beetles,V0.1
Pterostichus.vernalis,NA,beetles,V0.1
Ptilothrix bombiformis,Apidae,other_wild_bees,V0.1
Ptilothrix plumata,Apidae,other_wild_bees,V0.1
Ptilothrix plumata,NA,other_wild_bees,V0.1
Pyrgus communis/albescens,Hesperiidae,lepidoptera,V0.1
Rhingia campestris,Syrphidae,syrphids,V0.1
Rhingia.campestris,NA,syrphids,V0.1
Rhingia_ campestris,Syrphidae,syrphids,V0.1
Rhingia_campestris,NA,syrphids,V0.1
Rhingia_rostrata,NA,syrphids,V0.1
Rhyncomya forcipata,Calliophoridae,other_flies,V0.1
Ripiphoridae,Ripiphoridae,beetles,V0.1
robberfly,NA,other_flies,V0.1
Rove beetle,Staphylinidae,beetles,V0.1
Rsselkfer,NA,NA,V0.1
Ruizantheda proxima,Halictidae,other_wild_bees,V0.1
Ruizanthedella mutabilis,Halictidae,other_wild_bees,V0.1
Salpinigaster_sp,NA,syrphids,V0.1
Sarcophaga albiceps,Sarcophagidae,other_flies,V0.1
Sarcophaga horii,Sarcophagidae,other_flies,V0.1
Sarcophaga melanur,Sarcophagidae,other_flies,V0.1
Sarcophaga peregrina,Sarcophagidae,other_flies,V0.1
Sarcophaga septentrionalis,Sarcophagidae,other_flies,V0.1
Sarcophagidae,Sarcophagidae,other_flies,V0.1
Sarcophagidae,NA,other_flies,V0.1
Sarcophagidae sp 1,Sarcophagidae,other_flies,V0.1
Sarcophagidae sp.,Sarcophagidae,other_flies,V0.1
Sarcophagidae.sp,Sarcophagidae,other_flies,V0.1
Sargus iridatus,Stratiomyidae,other_flies,V0.1
Saw flies,Symphyta fam.,non_bee_hymenoptera,V0.1
Scaeva pyrastri,Syrphidae,syrphids,V0.1
Scaeva selenitica,Syrphidae,syrphids,V0.1
Scaeva_pirastry,NA,syrphids,V0.1
Scaeva_pyrastri,Syrphidae,syrphids,V0.1
Scaeva_selenitica,NA,syrphids,V0.1
Scaptia_sp.,NA,other_flies,V0.1
Scaptotrigona mexicana,NA,other_wild_bees,V0.1
Scaptotrigona sp.1,Apidae,other_wild_bees,V0.1
Scaptotrigona_mexicana,NA,other_wild_bees,V0.1
Scatophagidae,NA,other_flies,V0.1
Sciaridae sp,Sciaridae,other_flies,V0.1
Sciaridae sp,Sciaridae sp,other_flies,V0.1
Scolia oculata,Scoliidae,non_bee_hymenoptera,V0.1
Scolia_oculata,NA,non_bee_hymenoptera,V0.1
Scoliidae sp.1,Vespidae,non_bee_hymenoptera,V0.1
Scoliidae sp1,Scoliidae,non_bee_hymenoptera,V0.1
Scoliidae sp2,Scoliidae,non_bee_hymenoptera,V0.1
"Scymnus cf. capicola Casey, 1899",COCCINELLIDAE:SCYMNINAE: SCYMNINI,beetles,V0.1
Senaspis haemorrhoa,Syrphidae,syrphids,V0.1
Senaspis_haemorrhoa,NA,syrphids,V0.1
Sepedon aenescens,Sciomyzidae,other_flies,V0.1
Sericomyia silentis,Syrphidae,syrphids,V0.1
Sericomyia_silentis,Syrphidae,syrphids,V0.1
Shield Bugs,Pentatomoidea,other,V0.1
shield_bug,NA,other,V0.1
Small Andrena sp.,Andrenidae,other_wild_bees,V0.1
Social wasps,Vespidae,non_bee_hymenoptera,V0.1
soldierfly,NA,other_flies,V0.1
solitary bee,Apoidea,other_wild_bees,V0.1
Solitary bee unknown or unidentified,Apoidea fam.,other_wild_bees,V0.1
solitary.bee,NA,other_wild_bees,V0.1
solitary_bee,NA,other_wild_bees,V0.1
Specodes sp.,Halictidae,other_wild_bees,V0.1
Sphaerophoria interrupta,Syrphidae,syrphids,V0.1
Sphaerophoria philanta,Syrphidae,syrphids,V0.1
Sphaerophoria rueppelli,Syrphidae,syrphids,V0.1
Sphaerophoria scripta,Syrphidae,syrphids,V0.1
Sphaerophoria scripta,NA,syrphids,V0.1
Sphaerophoria sp.,Syrphidae,syrphids,V0.1
Sphaerophoria sp. 2,Syrphidae,syrphids,V0.1
Sphaerophoria sp.1,Syrphidae,syrphids,V0.1
Sphaerophoria taeniata,Syrphidae,syrphids,V0.1
sphaerophoria.sp,NA,syrphids,V0.1
Sphaerophoria.spec.,NA,syrphids,V0.1
Sphaerophoria_batava,Syrphidae,syrphids,V0.1
Sphaerophoria_cf_scripta,NA,syrphids,V0.1
Sphaerophoria_interrupta,NA,syrphids,V0.1
Sphaerophoria_scripta,Syrphidae,syrphids,V0.1
Sphaerophoria_scripta,NA,syrphids,V0.1
Sphaerophoria_sp,Syrphidae,syrphids,V0.1
Sphaerophoria_sp.,NA,syrphids,V0.1
Sphaerophoria_taeniata,Syrphidae,syrphids,V0.1
Sphecidae sp1,Sphecidae,non_bee_hymenoptera,V0.1
Sphecodes cressoni,Halictidae,other_wild_bees,V0.1
Sphecodes ephippius,NA,other_wild_bees,V0.1
Sphecodes ephippius,Halictidae,other_wild_bees,V0.1
Sphecodes ephippius,Apidae,other_wild_bees,V0.1
Sphecodes geoffrellus,Halictidae,other_wild_bees,V0.1
Sphecodes monilicornis,Halictidae,other_wild_bees,V0.1
Sphecodes nambui,Halictidae,other_wild_bees,V0.1
Sphecodes niger,Halictidae,other_wild_bees,V0.1
Sphecodes sp.,Halictidae,other_wild_bees,V0.1
Sphecodes sp. B,Halictidae,other_wild_bees,V0.1
Sphecodes sp. CK-SC-1,Halictidae,other_wild_bees,V0.1
Sphecodes sp3,Halictidae,other_wild_bees,V0.1
Sphecodes sp4,Halictidae,other_wild_bees,V0.1
Sphiximorpha subsessilis,Syrphidae,syrphids,V0.1
spider,Araneae fam.,other,V0.1
spider,NA,other,V0.1
Spider,Aranea (order),other,V0.1
Spilagona_melas,NA,other_flies,V0.1
Staphilinidae_sp_,Staphilinidae,beetles,V0.1
Staphylinidae,NA,beetles,V0.1
Staphylinidae.sp..1_howlettdataset,NA,beetles,V0.1
Staphylinidae_Carvalheirodataset,NA,beetles,V0.1
Stenolophus.teutonus,NA,beetles,V0.1
Stenotabanus sp?,Tabanidae,other_flies,V0.1
Stick insect,NA,NA,V0.1
Stilt bug,Berytidae,other,V0.1
Stip of streep fopwesp,Vespidae,non_bee_hymenoptera,V0.1
Stomis.pumicatus,NA,beetles,V0.1
Stomorhina discolour,Rhiniidae,other_flies,V0.1
Stomorhina obsoleta,Calliphoridae,other_flies,V0.1
Stomorhina sp 1,Rhiniidae,other_flies,V0.1
Stomorhina xanthogaster,Rhiniidae,non_bee_hymenoptera,V0.1
Stomorhina_obsoleta,NA,other_flies,V0.1
Stratiomyidae,NA,syrphids,V0.1
Stratiomyidae sp.2,Stratiomyidae,syrphids,V0.1
Stratiomys japonica,Stratiomyiidae,syrphids,V0.1
Stratiomys_japonica,NA,syrphids,V0.1
Strymon melinus,Lycaenidae,lepidoptera,V0.1
Svastra atripes,Apidae,other_wild_bees,V0.1
Svastra obliqua,Apidae,other_wild_bees,V0.1
Svastra petulca,Apidae,other_wild_bees,V0.1
Symphyta,Symphyta,non_bee_hymenoptera,V0.1
Symphyta sp1,NA,non_bee_hymenoptera,V0.1
Symphyta_sp.,NA,non_bee_hymenoptera,V0.1
Synoeca cyanea,Vespidae,non_bee_hymenoptera,V0.1
Syrhipds,Syrpidae,syrphids,V0.1
Syritta pipiens,Syrphidae,syrphids,V0.1
Syritta pipiens,NA,syrphids,V0.1
Syritta sp,Syrphidae,syrphids,V0.1
Syritta.pipiens,NA,syrphids,V0.1
Syritta_ pipiens,Syrphidae,syrphids,V0.1
Syritta_pipiens,Syrphidae,syrphids,V0.1
Syritta_pipiens,NA,syrphids,V0.1
Syritta_sp1,Syrphidae,syrphids,V0.1
Syritta_sp1,NA,syrphids,V0.1
Syrph 1,NA,syrphids,V0.1
Syrph 2,NA,syrphids,V0.1
Syrph 3,NA,syrphids,V0.1
Syrphid- Honeybee mimic,Syrphidae,syrphids,V0.1
Syrphid sp.,Syrphidae,syrphids,V0.1
Syrphid sp. 2,Syrphidae,syrphids,V0.1
Syrphid_1,NA,syrphids,V0.1
Syrphid_1_vergara,NA,syrphids,V0.1
Syrphid_2,NA,syrphids,V0.1
Syrphid_2_vergara,NA,syrphids,V0.1
Syrphid_3,NA,syrphids,V0.1
Syrphid_3_vergara,NA,syrphids,V0.1
syrphidae,NA,syrphids,V0.1
Syrphidae,Syrphidae,syrphids,V0.1
Syrphidae,NA,syrphids,V0.1
Syrphidae (hover fly),Syrphidae,syrphids,V0.1
Syrphidae large,NA,syrphids,V0.1
Syrphidae medium,NA,syrphids,V0.1
Syrphidae small,NA,syrphids,V0.1
Syrphidae sp 1,Syrphidae,syrphids,V0.1
Syrphidae sp.,Syrphidae,syrphids,V0.1
Syrphidae sp1,Syrphidae,syrphids,V0.1
Syrphidae sp2,Syrphidae,syrphids,V0.1
Syrphidae sp20,Syrphidae,syrphids,V0.1
Syrphidae sp3,Syrphidae,syrphids,V0.1
Syrphidae sp4,Syrphidae,syrphids,V0.1
Syrphidae spec. 1,NA,syrphids,V0.1
Syrphidae_sp_,Syrphidae,syrphids,V0.1
Syrphidae_sp1carvalheirodataset,NA,syrphids,V0.1
