crop_id,site_id,lat,long
almond_ca,5,37.4596,-120.55501
almond_ca,1,37.695845,-120.716
almond_ca,2,37.685523,-120.724129
almond_ca,3,37.460809,-120.803922
almond_ca,7,37.69945,-120.71524
almond_ca,4,37.448479,-120.539598
apple_mi,1,43.170147,-85.762
apple_mi,2,44.522833,-86.132
apple_mi,3,43.111769,-85.758
apple_mi,4,42.235539,-86.135
apple_mi,5,42.274756,-86.08
apple_pa,1,39.9432,-77.297
apple_pa,2,39.9757,-77.3195
apple_pa,3,39.976597,-77.330107
apple_pa,4,39.8993,-77.3519
apple_pa,5,39.9517,-77.2868
blueberry_bc,1,49.098444,-122.304361
blueberry_bc,2,49.130972,-122.260667
blueberry_bc,3,49.101944,-122.252861
blueberry_bc,4,49.127603,-122.418772
blueberry_bc,5,49.077083,-122.387861
blueberry_bc,6,49.087361,-122.433278
blueberry_bc,7,49.107373,-122.904138
blueberry_bc,8,49.114722,-122.926556
blueberry_bc,9,49.26775,-122.639417
blueberry_bc,10,49.239444,-122.696944
blueberry_bc,11,49.255028,-122.618194
blueberry_bc,12,49.253333,-122.711972
blueberry_bc,13,49.284944,-122.708694
blueberry_bc,14,49.22375,-122.748472
blueberry_bc,15,49.099528,-122.77175
blueberry_bc,16,49.095642,-122.795308
blueberry_bc,17,49.08425,-122.805861
blueberry_mi,18,42.96838,-86.14233
blueberry_mi,19,42.482173,-86.027892
blueberry_mi,20,42.34054,-86.08188
blueberry_mi,21,NA,NA
blueberry_mi,22,42.8885,-86.1537
blueberry_mi,23,NA,NA
blueberry_mi,24,42.839,-86.16
blueberry_mi,25,NA,NA
blueberry_mi,26,42.39426,-86.06989
blueberry_mi,27,42.298675,-85.837618
blueberry_mi,28,42.415244,-86.094885
blueberry_mi,29,42.9491,-86.18277
blueberry_mi,30,42.25579,-85.884616
blueberry_mi,31,42.94317,-86.13331
blueberry_mi,32,42.357546,-86.098397
blueberry_mi,33,42.400606,-86.126149
blueberry_mi,34,42.38233,-85.914667
blueberry_or,35,44.838304,-123.166212
blueberry_or,36,44.90803,-123.122712
blueberry_or,37,45.030594,-122.859
blueberry_or,38,44.976729,-122.935671
blueberry_or,39,45.014203,-122.938943
blueberry_or,40,44.573122,-123.197929
blueberry_fl,1,27.084642,-81.730218
blueberry_fl,2,29.287336,-82.0745
blueberry_fl,3,28.970794,-82.119725
blueberry_fl,4,29.749117,-82.143161
blueberry_fl,5,29.634463,-82.540105
blueberry_fl,6,29.488303,-82.061197
blueberry_fl,7,NA,NA
blueberry_fl,8,29.488814,-82.085864
blueberry_fl,9,29.590319,-81.865014
blueberry_fl,10,29.545528,-82.487475
blueberry_fl,11,29.79095,-82.122758
blueberry_fl,12,29.687966,-82.173418
cherry_sweet_wa,1,NA,NA
cherry_sweet_wa,2,NA,NA
cherry_sweet_wa,3,NA,NA
cherry_sweet_wa,4,NA,NA
cherry_sweet_wa,5,47.33462,-120.3023
cherry_sweet_wa,6,47.34105,-120.31092
cherry_sweet_wa,7,47.32318,-120.25283
cherry_sweet_wa,8,47.34703,-120.24495
cherry_tart_mi,1,45.030369,-85.666803
cherry_tart_mi,2,42.099178,-86.186167
cherry_tart_mi,3,42.164797,-86.136244
cherry_tart_mi,4,43.723864,-86.363289
cherry_tart_mi,5,44.867769,-85.666767
cherry_tart_pa,1,39.93652,-77.2595
cherry_tart_pa,2,40.035608,-77.139638
cherry_tart_pa,3,40.05002,-77.127228
cherry_tart_pa,4,40.042199,-77.16934
pumpkin_pa,1,39.9531,-76.2246
pumpkin_pa,2,39.8572,-76.3034
pumpkin_pa,3,41.100108,-76.380091
pumpkin_pa,4,41.101239,-76.369032
pumpkin_pa,5,41.1817,-76.3864
pumpkin_pa,6,41.188888,-76.698398
pumpkin_pa,7,41.205862,-76.404741
pumpkin_pa,8,41.258388,-76.429503
pumpkin_pa,9,39.876893,-76.185267
pumpkin_pa,10,41.1536,-76.3674
pumpkin_pa,11,41.051931,-76.32835
pumpkin_pa,12,41.0633,-76.3323
pumpkin_pa,13,41.258388,-76.429503
watermelon_ca,1,38.71022161,-122.0805734
watermelon_ca,2,38.7355,-121.99
watermelon_ca,3,38.7590364,-122.0297199
watermelon_ca,4,38.7521,-122.0404
watermelon_ca,5,38.7521,-122.0404
watermelon_ca,6,38.7652,-121.7945
watermelon_ca,7,38.77465688,-121.7493077
watermelon_ca,8,38.5586,-121.859
watermelon_ca,9,38.57583397,-121.7790453
watermelon_ca,10,38.60629393,-121.7783968
watermelon_ca,11,38.53319773,-121.8218892
watermelon_ca,12,38.545173,-121.870438
watermelon_ca,13,38.5715,-121.9536
watermelon_ca,14,38.540061,-121.951469
watermelon_ca,15,38.552739,-121.934286
watermelon_ca,16,38.75977377,-121.8126246
watermelon_ca,17,38.757283,-121.816181
watermelon_fl,1,29.505715,-82.855313
watermelon_fl,2,30.049824,-82.928459
watermelon_fl,3,29.592777,-82.441575
watermelon_fl,4,29.637039,-82.535982
watermelon_fl,5,29.657289,-82.574905
watermelon_fl,6,29.632776,-82.56626
watermelon_fl,7,29.868173,-82.928593
watermelon_fl,8,29.6439,-82.904794
watermelon_fl,9,29.561054,-82.789857
watermelon_fl,10,29.599248,-82.906587
watermelon_fl,11,29.626726,-82.87373
watermelon_fl,12,30.030235,-82.878349
watermelon_fl,13,29.912562,-82.883616
watermelon_fl,14,29.695103,-82.831691
watermelon_fl,15,29.953214,-82.395639
