study_id,site_id,pollinator,guild,sampling_method,abundance,total_sampled_area,total_sampled_time,total_sampled_flowers,Description
Breno_M_Freitas_Anacardium_occidentale_Brazil_2012,CA1,Apis mellifera,honeybees,Netting,4,900,NA,NA,"6 subplots per site,	150 m, 10 sampling rounds in one season"
Breno_M_Freitas_Anacardium_occidentale_Brazil_2012,CA1,Trigona spinipes,other_wild_bees,Netting,1,900,NA,NA,"6 subplots per site,	150 m, 10 sampling rounds in one season"
Breno_M_Freitas_Anacardium_occidentale_Brazil_2012,CA1,Centris  byrsonimae ,other_wild_bees,Netting,1,900,NA,NA,"6 subplots per site,	150 m, 10 sampling rounds in one season"
Breno_M_Freitas_Anacardium_occidentale_Brazil_2012,CA1,Apis mellifera,honeybees,Netting,5,900,NA,NA,"6 subplots per site,	150 m, 10 sampling rounds in one season"
Breno_M_Freitas_Anacardium_occidentale_Brazil_2012,CA1,Trigona spinipes,other_wild_bees,Netting,1,900,NA,NA,"6 subplots per site,	150 m, 10 sampling rounds in one season"
Breno_M_Freitas_Anacardium_occidentale_Brazil_2012,CA1,Apis mellifera,honeybees,Netting,3,900,NA,NA,"6 subplots per site,	150 m, 10 sampling rounds in one season"
Breno_M_Freitas_Anacardium_occidentale_Brazil_2012,CA1,Brachygastra lecheguana,non_bee_hymenoptera,Netting,1,900,NA,NA,"6 subplots per site,	150 m, 10 sampling rounds in one season"
Breno_M_Freitas_Anacardium_occidentale_Brazil_2012,CA1,Scaptotrigona sp.1,other_wild_bees,Netting,2,900,NA,NA,"6 subplots per site,	150 m, 10 sampling rounds in one season"
Breno_M_Freitas_Anacardium_occidentale_Brazil_2012,CA1,Apis mellifera,honeybees,Netting,2,900,NA,NA,"6 subplots per site,	150 m, 10 sampling rounds in one season"
Breno_M_Freitas_Anacardium_occidentale_Brazil_2012,CA1,Trigona spinipes,other_wild_bees,Netting,2,900,NA,NA,"6 subplots per site,	150 m, 10 sampling rounds in one season"
Breno_M_Freitas_Anacardium_occidentale_Brazil_2012,CA1,Scaptotrigona sp.1,other_wild_bees,Netting,2,900,NA,NA,"6 subplots per site,	150 m, 10 sampling rounds in one season"
Breno_M_Freitas_Anacardium_occidentale_Brazil_2012,CA1,Diptera spp.,other_flies,Netting,1,900,NA,NA,"6 subplots per site,	150 m, 10 sampling rounds in one season"
Breno_M_Freitas_Anacardium_occidentale_Brazil_2012,CA1,Centris byrsonimae ,other_wild_bees,Netting,1,900,NA,NA,"6 subplots per site,	150 m, 10 sampling rounds in one season"
Breno_M_Freitas_Anacardium_occidentale_Brazil_2012,CA1,Trigona spinipes,other_wild_bees,Netting,1,900,NA,NA,"6 subplots per site,	150 m, 10 sampling rounds in one season"
Breno_M_Freitas_Anacardium_occidentale_Brazil_2012,CA1,Apis mellifera,honeybees,Netting,1,900,NA,NA,"6 subplots per site,	150 m, 10 sampling rounds in one season"
Breno_M_Freitas_Anacardium_occidentale_Brazil_2012,CA2,Apis mellifera,honeybees,Netting,10,900,NA,NA,"6 subplots per site,	150 m, 10 sampling rounds in one season"
Breno_M_Freitas_Anacardium_occidentale_Brazil_2012,CA2,vespidae sp.1,non_bee_hymenoptera,Netting,1,900,NA,NA,"6 subplots per site,	150 m, 10 sampling rounds in one season"
Breno_M_Freitas_Anacardium_occidentale_Brazil_2012,CA2,Diptera spp.,other_flies,Netting,1,900,NA,NA,"6 subplots per site,	150 m, 10 sampling rounds in one season"
Breno_M_Freitas_Anacardium_occidentale_Brazil_2012,CA2,Trigona fuscipennis,other_wild_bees,Netting,1,900,NA,NA,"6 subplots per site,	150 m, 10 sampling rounds in one season"
Breno_M_Freitas_Anacardium_occidentale_Brazil_2012,CA2,Apis mellifera,honeybees,Netting,1,900,NA,NA,"6 subplots per site,	150 m, 10 sampling rounds in one season"
