study_id,site_id,pollinator,guild,sampling_method,abundance,total_sampled_area,total_sampled_time,total_sampled_flowers,Description
58_MacKenzie_AverillExtractedFromPaper,C1,Apis mellifera,honeybees,individual collection,40,NA,45,NA,"In each bog, as many bees as possible were captured with either an insect net or jar as the individual collecting moved through the bog over 15 min in 1990 and 10 min in 1991. Collections were carried out three times during cranberry bloom."
58_MacKenzie_AverillExtractedFromPaper,C1,Bombus bimaculatus,bumblebees,individual collection,2,NA,45,NA,"In each bog, as many bees as possible were captured with either an insect net or jar as the individual collecting moved through the bog over 15 min in 1990 and 10 min in 1991. Collections were carried out three times during cranberry bloom."
58_MacKenzie_AverillExtractedFromPaper,C1,Bombus impatiens,bumblebees,individual collection,3,NA,45,NA,"In each bog, as many bees as possible were captured with either an insect net or jar as the individual collecting moved through the bog over 15 min in 1990 and 10 min in 1991. Collections were carried out three times during cranberry bloom."
58_MacKenzie_AverillExtractedFromPaper,C1,Bombus perplexus,other_wild_bees,individual collection,3,NA,45,NA,"In each bog, as many bees as possible were captured with either an insect net or jar as the individual collecting moved through the bog over 15 min in 1990 and 10 min in 1991. Collections were carried out three times during cranberry bloom."
58_MacKenzie_AverillExtractedFromPaper,C1,Bombus vagans vagans,bumblebees,individual collection,1,NA,45,NA,"In each bog, as many bees as possible were captured with either an insect net or jar as the individual collecting moved through the bog over 15 min in 1990 and 10 min in 1991. Collections were carried out three times during cranberry bloom."
58_MacKenzie_AverillExtractedFromPaper,C2,Apis mellifera,honeybees,individual collection,36,NA,45,NA,"In each bog, as many bees as possible were captured with either an insect net or jar as the individual collecting moved through the bog over 15 min in 1990 and 10 min in 1991. Collections were carried out three times during cranberry bloom."
58_MacKenzie_AverillExtractedFromPaper,C2,Bombus affinis,bumblebees,individual collection,6,NA,45,NA,"In each bog, as many bees as possible were captured with either an insect net or jar as the individual collecting moved through the bog over 15 min in 1990 and 10 min in 1991. Collections were carried out three times during cranberry bloom."
58_MacKenzie_AverillExtractedFromPaper,C2,Bombus bimaculatus,bumblebees,individual collection,4,NA,45,NA,"In each bog, as many bees as possible were captured with either an insect net or jar as the individual collecting moved through the bog over 15 min in 1990 and 10 min in 1991. Collections were carried out three times during cranberry bloom."
58_MacKenzie_AverillExtractedFromPaper,C2,Bombus impatiens,bumblebees,individual collection,3,NA,45,NA,"In each bog, as many bees as possible were captured with either an insect net or jar as the individual collecting moved through the bog over 15 min in 1990 and 10 min in 1991. Collections were carried out three times during cranberry bloom."
58_MacKenzie_AverillExtractedFromPaper,C2,Bombus perplexus,other_wild_bees,individual collection,2,NA,45,NA,"In each bog, as many bees as possible were captured with either an insect net or jar as the individual collecting moved through the bog over 15 min in 1990 and 10 min in 1991. Collections were carried out three times during cranberry bloom."
58_MacKenzie_AverillExtractedFromPaper,C2,Bombus terricola,bumblebees,individual collection,5,NA,45,NA,"In each bog, as many bees as possible were captured with either an insect net or jar as the individual collecting moved through the bog over 15 min in 1990 and 10 min in 1991. Collections were carried out three times during cranberry bloom."
58_MacKenzie_AverillExtractedFromPaper,C2,Bombus vagans vagans,bumblebees,individual collection,2,NA,45,NA,"In each bog, as many bees as possible were captured with either an insect net or jar as the individual collecting moved through the bog over 15 min in 1990 and 10 min in 1991. Collections were carried out three times during cranberry bloom."
58_MacKenzie_AverillExtractedFromPaper,C2,Bombus griseollis,other_wild_bees,individual collection,1,NA,45,NA,"In each bog, as many bees as possible were captured with either an insect net or jar as the individual collecting moved through the bog over 15 min in 1990 and 10 min in 1991. Collections were carried out three times during cranberry bloom."
58_MacKenzie_AverillExtractedFromPaper,C2,Andrena cressonii,other_wild_bees,individual collection,1,NA,45,NA,"In each bog, as many bees as possible were captured with either an insect net or jar as the individual collecting moved through the bog over 15 min in 1990 and 10 min in 1991. Collections were carried out three times during cranberry bloom."
58_MacKenzie_AverillExtractedFromPaper,C2,Megachile gemula,other_wild_bees,individual collection,1,NA,45,NA,"In each bog, as many bees as possible were captured with either an insect net or jar as the individual collecting moved through the bog over 15 min in 1990 and 10 min in 1991. Collections were carried out three times during cranberry bloom."
58_MacKenzie_AverillExtractedFromPaper,C2,27 bees other than apidae,other_wild_bees,individual collection,2,NA,45,NA,"In each bog, as many bees as possible were captured with either an insect net or jar as the individual collecting moved through the bog over 15 min in 1990 and 10 min in 1991. Collections were carried out three times during cranberry bloom."
58_MacKenzie_AverillExtractedFromPaper,C3,Apis mellifera,honeybees,individual collection,71,NA,45,NA,"In each bog, as many bees as possible were captured with either an insect net or jar as the individual collecting moved through the bog over 15 min in 1990 and 10 min in 1991. Collections were carried out three times during cranberry bloom."
58_MacKenzie_AverillExtractedFromPaper,C3,Bombus affinis,bumblebees,individual collection,1,NA,45,NA,"In each bog, as many bees as possible were captured with either an insect net or jar as the individual collecting moved through the bog over 15 min in 1990 and 10 min in 1991. Collections were carried out three times during cranberry bloom."
58_MacKenzie_AverillExtractedFromPaper,C3,Bombus bimaculatus,bumblebees,individual collection,8,NA,45,NA,"In each bog, as many bees as possible were captured with either an insect net or jar as the individual collecting moved through the bog over 15 min in 1990 and 10 min in 1991. Collections were carried out three times during cranberry bloom."
58_MacKenzie_AverillExtractedFromPaper,C3,Bombus impatiens,bumblebees,individual collection,17,NA,45,NA,"In each bog, as many bees as possible were captured with either an insect net or jar as the individual collecting moved through the bog over 15 min in 1990 and 10 min in 1991. Collections were carried out three times during cranberry bloom."
58_MacKenzie_AverillExtractedFromPaper,C3,Bombus perplexus,other_wild_bees,individual collection,4,NA,45,NA,"In each bog, as many bees as possible were captured with either an insect net or jar as the individual collecting moved through the bog over 15 min in 1990 and 10 min in 1991. Collections were carried out three times during cranberry bloom."
