"Crop_System" "Crop_yield" "Flower_Visitor_Density" "Flower_visitor_richness" "Field_size" "Vis_base" "Inten" "Isolation" "Yield_gap" "Vis_gap" "Dependence" "Latitude" "Longitude"
"191" "India Malus domestica 2011" 34100 5.1 3.67 1.5 1.1 1 0.5 68.6010430121614 76.4957264957265 65 32.11333 77.13667
"192" "India Malus domestica 2011" 47174.4 10.2 2.78 1 1.1 1 2 68.6010430121614 76.4957264957265 65 32.08444 77.14667
"194" "India Malus domestica 2011" 13770 1.46 3.33 0.5 1.1 1 0.5 68.6010430121614 76.4957264957265 65 32.09 77.12583
"195" "India Malus domestica 2011" 41946.66 2.2 2.81 0.75 1.1 1 3.5 68.6010430121614 76.4957264957265 65 32.10028 77.14889
"196" "India Malus domestica 2011" 83700 2.8 0.84 1 1.1 1 2.5 68.6010430121614 76.4957264957265 65 32.08778 77.14444
"197" "India Malus domestica 2011" 21280 1.1 5.08 0.5 1.1 1 0.5 68.6010430121614 76.4957264957265 65 32.11639 77.16444
"198" "India Malus domestica 2011" 32750 3.7 3.67 0.5 1.1 1 3.5 68.6010430121614 76.4957264957265 65 32.11222 77.15889
"199" "India Malus domestica 2011" 34133 0.7 1.34 1.25 1.1 1 0 68.6010430121614 76.4957264957265 65 32.09278 77.16
"200" "India Malus domestica 2011" 22240 3.7 2.1 0.5 1.1 1 0.25 68.6010430121614 76.4957264957265 65 32.04361 77.14194
"201" "India Malus domestica 2011" 15776 4.5 4.47 0.25 1.1 1 3 68.6010430121614 76.4957264957265 65 32.11056 77.14528
"202" "India Malus domestica 2012" 31816 7.9 2.54 2.5 2.97 -1 3.5 64.7436289687639 58.1100141043724 65 32.11778 77.81944
"203" "India Malus domestica 2012" 16520 4.5 6.26 1.5 2.97 -1 2.5 64.7436289687639 58.1100141043724 65 32.05 77.13667
"204" "India Malus domestica 2012" 26400 4.4 4.78 1.5 2.97 -1 0 64.7436289687639 58.1100141043724 65 32.08306 77.15889
"205" "India Malus domestica 2012" 29016 5.7 3.06 0.25 2.97 -1 3.5 64.7436289687639 58.1100141043724 65 32.07944 77.13667
"206" "India Malus domestica 2012" 20475 3 4.9 2 2.97 -1 3 64.7436289687639 58.1100141043724 65 32.10194 77.13583
"207" "India Malus domestica 2012" 21756 6.8 6.86 2.5 2.97 -1 3.5 64.7436289687639 58.1100141043724 65 32.085 77.12944
"208" "India Malus domestica 2012" 20915 4 4.23 1 2.97 -1 4 64.7436289687639 58.1100141043724 65 32.07611 77.13278
"209" "India Malus domestica 2012" 32804 4.2 5.17 0.25 2.97 1 0.5 64.7436289687639 58.1100141043724 65 32.11389 77.14111
"210" "India Malus domestica 2012" 45880 6.8 7.36 1.5 2.97 1 0.5 64.7436289687639 58.1100141043724 65 32.11333 77.13667
"211" "India Malus domestica 2012" 61440 8 1.37 1 2.97 1 2 64.7436289687639 58.1100141043724 65 32.08444 77.14667
"212" "India Malus domestica 2012" 27328 2.5 2.27 1.25 2.97 1 0.25 64.7436289687639 58.1100141043724 65 32.03528 77.14111
"213" "India Malus domestica 2012" 17370 6.7 0.59 0.5 2.97 1 0.5 64.7436289687639 58.1100141043724 65 32.09 77.12583
"214" "India Malus domestica 2012" 21750 2.7 1.93 0.5 2.97 1 1 64.7436289687639 58.1100141043724 65 32.07667 77.12528
"215" "India Malus domestica 2012" 31546.7 5.5 3.04 0.75 2.97 1 3.5 64.7436289687639 58.1100141043724 65 32.10028 77.14889
"216" "India Malus domestica 2012" 56970 7 2.38 1 2.97 1 2.5 64.7436289687639 58.1100141043724 65 32.08778 77.14444
"217" "India Malus domestica 2012" 30240 5.6 4.93 0.5 2.97 1 0.5 64.7436289687639 58.1100141043724 65 32.11639 77.16444
"218" "India Malus domestica 2012" 14820 4.7 3.17 0.5 2.97 1 3.5 64.7436289687639 58.1100141043724 65 32.11222 77.15889
"219" "India Malus domestica 2012" 48144 3.5 5.19 1.25 2.97 1 0 64.7436289687639 58.1100141043724 65 32.09278 77.16
"220" "India Malus domestica 2012" 18400 5.3 4.44 0.5 2.97 1 0.25 64.7436289687639 58.1100141043724 65 32.04361 77.14194
"221" "India Malus domestica 2012" 24752 4.4 3.22 0.25 2.97 1 3 64.7436289687639 58.1100141043724 65 32.11056 77.14528
"222" "Indonesia Cucumis sativus 2013" 19525 10 2.042 0.23 4.7764 1 3 41.9825591742303 52.5331425277761 65 -6.539 106.75
"223" "Indonesia Cucumis sativus 2013" 19525 6.813 2.5 0.12 4.7764 -1 3 41.9825591742303 52.5331425277761 65 -6.464 106.728
"224" "Indonesia Cucumis sativus 2013" 19225 7 1.333 0.12 4.7764 -1 3 41.9825591742303 52.5331425277761 65 -6.478 106.704
"225" "Indonesia Cucumis sativus 2013" 32475 7.938 1.792 0.18 4.7764 1 3 41.9825591742303 52.5331425277761 65 -6.584 106.664
"226" "Indonesia Cucumis sativus 2013" 16400 4.908 2.583 0.13 4.7764 1 0.2 41.9825591742303 52.5331425277761 65 -6.587 106.719
"227" "Indonesia Cucumis sativus 2013" 15900 5.75 2.417 0.13 4.7764 -1 0.13 41.9825591742303 52.5331425277761 65 -6.547 106.73
"228" "Indonesia Cucumis sativus 2013" 27000 10.313 2.792 0.28 4.7764 1 0.06 41.9825591742303 52.5331425277761 65 -6.546 106.706
"229" "Indonesia Cucumis sativus 2013" 23600 4.25 3.458 0.13 4.7764 1 0.06 41.9825591742303 52.5331425277761 65 -6.528 106.78
"230" "Indonesia Cucumis sativus 2013" 23600 9.875 3.5 0.12 4.7764 1 0.2 41.9825591742303 52.5331425277761 65 -6.644 106.832
"231" "Kenya Phaseolus vulgaris 2011" 1614 9.111 2 0.23 4.0999 2 0.5 66.0934092987269 59.8910183038378 5 0.05 37.119
"232" "Kenya Phaseolus vulgaris 2011" 1704 9.111 1.667 0.15 4.0999 2 0.2 66.0934092987269 59.8910183038378 5 0.024 37.146
"233" "Kenya Phaseolus vulgaris 2011" 2500 7.333 1.667 0.15 4.0999 2 0.8 66.0934092987269 59.8910183038378 5 -0.004 37.126
"234" "Kenya Phaseolus vulgaris 2011" 875 4 1.333 0.23 4.0999 2 0.05 66.0934092987269 59.8910183038378 5 0.008 37.15
"235" "Kenya Phaseolus vulgaris 2011" 2237 7.778 2 0.23 4.0999 2 0.9 66.0934092987269 59.8910183038378 5 0.024 37.128
"236" "Kenya Phaseolus vulgaris 2011" 2213 4.111 2 0.38 4.0999 2 0.4 66.0934092987269 59.8910183038378 5 -0.012 37.15
"237" "Kenya Phaseolus vulgaris 2011" 5934 13.722 1.667 0.08 4.0999 2 0.3 66.0934092987269 59.8910183038378 5 0.018 37.116
"238" "Kenya Phaseolus vulgaris 2011" 2056 6.667 1.333 0.27 4.0999 2 1 66.0934092987269 59.8910183038378 5 -0.003 37.144
"239" "Kenya Phaseolus vulgaris 2011" 2211 4.945 1.333 0.19 4.0999 2 0.4 66.0934092987269 59.8910183038378 5 0.014 37.126
"240" "Kenya Phaseolus vulgaris 2011" 974 9.833 1 0.15 4.0999 2 0.8 66.0934092987269 59.8910183038378 5 -0.007 37.12
"241" "Kenya Phaseolus vulgaris 2012" 4605 21.5 2 0.15 4.3166 2 0.5 60.5485307212823 61.4603049891075 5 0.05 37.119
"242" "Kenya Phaseolus vulgaris 2012" 7697 1.667 2.667 0.08 4.3166 2 0.2 60.5485307212823 61.4603049891075 5 0.114 37.111
"243" "Kenya Phaseolus vulgaris 2012" 4647 9.417 2 0.19 4.3166 2 1 60.5485307212823 61.4603049891075 5 0.107 37.134
"244" "Kenya Phaseolus vulgaris 2012" 1611 4.611 2.667 0.43 4.3166 2 0.2 60.5485307212823 61.4603049891075 5 0.094 37.126
"245" "Kenya Phaseolus vulgaris 2012" 5263 6.417 2 0.15 4.3166 2 0.1 60.5485307212823 61.4603049891075 5 0.078 37.098
"246" "Kenya Phaseolus vulgaris 2012" 3513 8.5 3 0.08 4.3166 2 0.2 60.5485307212823 61.4603049891075 5 0.099 37.121
"247" "Kenya Phaseolus vulgaris 2012" 8237 10.056 2.667 0.08 4.3166 2 0.05 60.5485307212823 61.4603049891075 5 0.094 37.16
"248" "Kenya Phaseolus vulgaris 2012" 3886 10 3 0.08 4.3166 2 0.2 60.5485307212823 61.4603049891075 5 0.127 37.114
"249" "Kenya Phaseolus vulgaris 2012" 5546 5.25 2.75 0.15 4.3166 2 0.3 60.5485307212823 61.4603049891075 5 0.108 37.139
"250" "Kenya Phaseolus vulgaris 2012" 10092 9.278 2.667 0.08 4.3166 2 0.15 60.5485307212823 61.4603049891075 5 0.123 37.128
"251" "Nepal Brassica rapa 2012" 870 9.111 3 0.2 5.92 3 2 45.9704880817253 41.5308641975309 65 27.67 84.53
"252" "Nepal Brassica rapa 2012" 810 11.25 3 0.3 5.92 3 2 45.9704880817253 41.5308641975309 65 27.66 84.53
"253" "Nepal Brassica rapa 2012" 770 9.5 2 0.25 5.92 2 3 45.9704880817253 41.5308641975309 65 27.68 84.54
"254" "Nepal Brassica rapa 2012" 550 6 2 0.4 5.92 2 1 45.9704880817253 41.5308641975309 65 27.65 84.52
"255" "Nepal Brassica rapa 2012" 350 5.2 2 0.2 5.92 2 1.8 45.9704880817253 41.5308641975309 65 27.67 84.53
"256" "Nepal Brassica rapa 2012" 530 6 3 0.4 5.92 2 2.5 45.9704880817253 41.5308641975309 65 27.68 84.56
"257" "Nepal Brassica rapa 2012" 630 7.6 3 0.2 5.92 2 1 45.9704880817253 41.5308641975309 65 27.65 84.52
"258" "Nepal Brassica rapa 2012" 750 10 3 0.2 5.92 2 1 45.9704880817253 41.5308641975309 65 27.65 84.52
"259" "Nepal Brassica rapa 2012" 980 7.8 3 0.5 5.92 2 1 45.9704880817253 41.5308641975309 65 27.63 84.51
"260" "Nepal Brassica rapa 2012" 490 7 3 0.3 5.92 2 6 45.9704880817253 41.5308641975309 65 27.65 84.53
"261" "Nepal Fagopyrumm esculentum 2012" 550 4.4 3 0.3 3.28 0 1 31.7195325542571 38.8059701492537 65 27.57 84.22
"262" "Nepal Fagopyrumm esculentum 2012" 400 2.8 2 0.5 3.28 0 2.5 31.7195325542571 38.8059701492537 65 27.57 84.23
"263" "Nepal Fagopyrumm esculentum 2012" 430 4.8 3 0.3 3.28 0 1.8 31.7195325542571 38.8059701492537 65 27.58 84.23
"264" "Nepal Fagopyrumm esculentum 2012" 620 5.6 3 0.4 3.28 0 7 31.7195325542571 38.8059701492537 65 27.61 84.35
"265" "Norway Malus domestica 2013" 27452.13 2.175 3 1.25 0.78 5 0.4 74.4757697932725 63.2941176470588 65 59.41481 9.00052
"266" "Norway Malus domestica 2013" 22176.25 1.925 1.25 4 0.78 4 0.075 74.4757697932725 63.2941176470588 65 59.4266 9.1041
"267" "Norway Malus domestica 2013" 37390 1.15 4.5 1.05 0.78 3 0.03 74.4757697932725 63.2941176470588 65 59.38757 9.2742
"268" "Norway Malus domestica 2013" 53900 1.2 2.25 7.5 0.78 3 0.05 74.4757697932725 63.2941176470588 65 59.55714 10.28539
"269" "Norway Malus domestica 2013" 35840 1.075 3.25 3 0.78 3 0.05 74.4757697932725 63.2941176470588 65 59.65417 9.75109
"270" "Norway Malus domestica 2013" 17993.75 0.775 0.5 0.24 0.78 2 0.05 74.4757697932725 63.2941176470588 65 59.69484 9.82269
"271" "Norway Malus domestica 2013" 110156.25 4.075 7.75 6 0.78 3 0.07 74.4757697932725 63.2941176470588 65 59.63585 9.93777
"272" "Norway Malus domestica 2013" 7816.25 0.6 2.25 3 0.78 3 0.07 74.4757697932725 63.2941176470588 65 59.67035 10.37173
"273" "Norway Malus domestica 2013" 11645 1.05 2.5 1.6 0.78 4 0.03 74.4757697932725 63.2941176470588 65 59.42143 9.16317
"274" "Norway Malus domestica 2013" 31432.5 0.8 0 0.7 0.78 3 0.01 74.4757697932725 63.2941176470588 65 59.383 9.20311
"275" "Norway Malus domestica 2013" 29548.75 0.85 1 1.05 0.78 0 0.15 74.4757697932725 63.2941176470588 65 59.42093 9.28089
"276" "Norway Malus domestica 2013" 25441.25 1.575 0.75 1.2 0.78 4 0.4 74.4757697932725 63.2941176470588 65 59.72458 9.86578
"277" "Norway Malus domestica 2013" 23970 0.975 2.25 3 0.78 3 0.07 74.4757697932725 63.2941176470588 65 59.54183 0
"278" "Norway Trifolium pratense 2013" 608.25 0.758 4.25 5 0.7416 3 0.2 39.0071367937875 57.4892519346518 65 59.25338 10.18624
"279" "Norway Trifolium pratense 2013" 442.25 0.914 4.5 4.1 0.7416 3 0.1 39.0071367937875 57.4892519346518 65 59.61386 10.20594
"280" "Norway Trifolium pratense 2013" 489.75 2.73 3.75 10 0.7416 1 0.25 39.0071367937875 57.4892519346518 65 59.43806 10.31498
"281" "Norway Trifolium pratense 2013" 644.5 1.516 6 4.2 0.7416 1 0.05 39.0071367937875 57.4892519346518 65 59.65856 11.13501
"282" "Norway Trifolium pratense 2013" 771.25 0.875 3.5 3.6 0.7416 3 0.05 39.0071367937875 57.4892519346518 65 59.41354 10.14056
"283" "Norway Trifolium pratense 2013" 728.25 0.594 4.25 5 0.7416 3 0.2 39.0071367937875 57.4892519346518 65 59.38442 10.2464
"284" "Norway Trifolium pratense 2013" 710.75 1.422 6.25 6 0.7416 2 0.16 39.0071367937875 57.4892519346518 65 59.29358 10.43492
"285" "Norway Trifolium pratense 2013" 508.75 1.635 3.75 10 0.7416 3 0.25 39.0071367937875 57.4892519346518 65 59.37188 10.37073
"286" "Norway Trifolium pratense 2013" 956.5 1.18 4.75 11.2 0.7416 2 0.13 39.0071367937875 57.4892519346518 65 59.45985 10.29327
"287" "Norway Trifolium pratense 2013" 777.25 1.164 3.25 9 0.7416 3 0.11 39.0071367937875 57.4892519346518 65 59.66014 10.80768
"288" "Norway Trifolium pratense 2014" 620.5 1.133 4.917 15 1.1244 2 0.06 51.98566421588 55.8244607708325 65 59.41223 9.97458
"289" "Norway Trifolium pratense 2014" 825.78 2.5 3.917 7 1.1244 2 0.03 51.98566421588 55.8244607708325 65 59.44698 10.26666
"290" "Norway Trifolium pratense 2014" 907.29 1.279 3.792 7.5 1.1244 2 0.1 51.98566421588 55.8244607708325 65 59.74906 9.91034
"291" "Norway Trifolium pratense 2014" 702.33 1.625 5.542 5 1.1244 2 0.1 51.98566421588 55.8244607708325 65 59.44473 11.34291
"292" "Norway Trifolium pratense 2014" 492.69 2.141 4.625 8 1.1244 2 0.07 51.98566421588 55.8244607708325 65 59.86528 9.81098
"293" "Norway Trifolium pratense 2014" 625.25 2.406 5.125 6 1.1244 2 0.28 51.98566421588 55.8244607708325 65 59.60051 10.90869
"294" "Norway Trifolium pratense 2014" 788.25 1.609 5.208 8 1.1244 2 0.3 51.98566421588 55.8244607708325 65 59.64555 11.04743
"295" "Norway Trifolium pratense 2014" 492.5 0.469 3.292 9.5 1.1244 2 0.03 51.98566421588 55.8244607708325 65 59.53348 9.82411
"296" "Norway Trifolium pratense 2014" 725.75 1.531 5.625 6.1 1.1244 2 0.05 51.98566421588 55.8244607708325 65 59.54925 11.27731
"297" "Norway Trifolium pratense 2014" 870.25 3.469 4.375 7 1.1244 2 0.05 51.98566421588 55.8244607708325 65 59.27661 10.29127
"298" "Norway Trifolium pratense 2014" 638 1.133 3.708 9 1.1244 3 0.2 51.98566421588 55.8244607708325 65 59.55726 10.23196
"299" "Norway Trifolium pratense 2014" 406 1.203 3 10 1.1244 1 0.05 51.98566421588 55.8244607708325 65 59.30486 10.08717
"300" "Norway Trifolium pratense 2014" 461 2.391 4.625 7 1.1244 1 0.1 51.98566421588 55.8244607708325 65 59.66027 11.13237
"301" "Norway Trifolium pratense 2014" 562.75 1.281 3.625 7 1.1244 3 0.24 51.98566421588 55.8244607708325 65 59.4053 10.13418
"302" "Norway Trifolium pratense 2014" 942.5 1.813 4.083 4 1.1244 2 0.04 51.98566421588 55.8244607708325 65 59.31689 10.21765
"303" "Norway Trifolium pratense 2014" 775 1.719 4.208 5.8 1.1244 3 0.08 51.98566421588 55.8244607708325 65 59.39395 10.27644
"304" "Norway Trifolium pratense 2014" 774.5 2.953 4.458 3.9 1.1244 2 0.5 51.98566421588 55.8244607708325 65 59.29428 10.44136
"305" "Norway Trifolium pratense 2014" 1004.25 1.047 4.208 10 1.1244 3 0.13 51.98566421588 55.8244607708325 65 59.37823 10.36274
"306" "Norway Trifolium pratense 2014" 356 2.094 2.708 10 1.1244 2 0.2 51.98566421588 55.8244607708325 65 59.37179 10.11755
"307" "Norway Trifolium pratense 2014" 1272 1.375 4.917 12.5 1.1244 3 0.13 51.98566421588 55.8244607708325 65 59.65261 10.77684
"308" "Pakistan Mangifera indica 2012" 8100 0.135 6.75 16.19 0.062 0 7 28.1390134529148 55.6509298998569 65 30.261 71.549
"309" "Pakistan Mangifera indica 2012" 6950 0.111 5.75 6.47 0.062 0 10 28.1390134529148 55.6509298998569 65 30.297 71.645
"310" "Pakistan Mangifera indica 2012" 9400 0.108 7 20.24 0.062 0 10 28.1390134529148 55.6509298998569 65 30.303 71.683
"311" "Pakistan Mangifera indica 2012" 7450 0.102 7.5 10.12 0.062 0 10 28.1390134529148 55.6509298998569 65 30.306 71.657
"312" "Pakistan Mangifera indica 2012" 7700 0.134 9.25 3.64 0.062 0 10 28.1390134529148 55.6509298998569 65 30.251 71.527
"313" "Pakistan Mangifera indica 2012" 6350 0.058 5.5 4.04 0.062 0 10 28.1390134529148 55.6509298998569 65 30.218 71.566
"314" "Pakistan Mangifera indica 2012" 7850 0.134 7 12.14 0.062 0 10 28.1390134529148 55.6509298998569 65 30.276 71.621
"315" "Pakistan Mangifera indica 2012" 7100 0.094 3.75 10.12 0.062 0 10 28.1390134529148 55.6509298998569 65 30.247 71.586
"316" "Pakistan Mangifera indica 2012" 7800 0.146 7.25 2.02 0.062 0 10 28.1390134529148 55.6509298998569 65 30.278 71.635
"317" "Pakistan Mangifera indica 2012" 6500 0.059 6.25 6.68 0.062 0 10 28.1390134529148 55.6509298998569 65 30.306 71.721
"318" "Pakistan Mangifera indica 2012" 7750 0.11 6.75 11.74 0.062 0 2 28.1390134529148 55.6509298998569 65 30.296 71.454
"319" "Pakistan Mangifera indica 2012" 6800 0.111 7.5 4.85 0.062 0 5 28.1390134529148 55.6509298998569 65 30.295 71.5
"320" "Pakistan Mangifera indica 2012" 6800 0.093 6 10.12 0.062 0 10 28.1390134529148 55.6509298998569 65 30.254 71.598
"321" "Pakistan Mangifera indica 2012" 7300 0.108 6.75 6.07 0.062 0 2 28.1390134529148 55.6509298998569 65 30.297 71.457
"322" "Pakistan Mangifera indica 2012" 7350 0.072 4.75 43.72 0.062 0 10 28.1390134529148 55.6509298998569 65 30.354 71.712
"323" "Pakistan Mangifera indica 2012" 9190 0.103 7.25 4.04 0.062 0 10 28.1390134529148 55.6509298998569 65 30.305 71.69
"324" "Pakistan Mangifera indica 2012" 8800 0.111 7 2.42 0.062 0 10 28.1390134529148 55.6509298998569 65 30.31 71.697
"325" "Pakistan Mangifera indica 2012" 7450 0.112 8 20.24 0.062 0 2 28.1390134529148 55.6509298998569 65 30.295 71.454
"326" "Pakistan Mangifera indica 2012" 7300 0.141 7 8.09 0.062 0 7 28.1390134529148 55.6509298998569 65 30.25 71.527
"327" "Pakistan Mangifera indica 2012" 5250 0.062 5.5 10.12 0.062 0 10 28.1390134529148 55.6509298998569 65 30.276 71.628
"328" "Pakistan Mangifera indica 2012" 8000 0.138 6.5 10.12 0.062 0 5 28.1390134529148 55.6509298998569 65 30.278 71.496
"329" "Pakistan Mangifera indica 2012" 7150 0.077 4.75 20.24 0.062 0 3 28.1390134529148 55.6509298998569 65 30.337 71.53
"330" "Pakistan Mangifera indica 2012" 9000 0.144 6.5 50.6 0.062 2 4 28.1390134529148 55.6509298998569 65 30.276 71.495
"331" "Pakistan Mangifera indica 2012" 6900 0.09 4.75 20.24 0.062 2 3 28.1390134529148 55.6509298998569 65 30.337 71.53
"332" "Pakistan Mangifera indica 2012" 9900 0.11 6.75 14.17 0.062 2 10 28.1390134529148 55.6509298998569 65 30.354 71.712
"333" "Pakistan Mangifera indica 2012" 5850 0.062 4.5 3.23 0.062 2 10 28.1390134529148 55.6509298998569 65 30.218 71.566
"334" "Pakistan Mangifera indica 2012" 7250 0.086 5 20.24 0.062 2 1.5 28.1390134529148 55.6509298998569 65 30.336 71.488
"335" "Pakistan Mangifera indica 2012" 7200 0.091 7.75 10.12 0.062 2 1.5 28.1390134529148 55.6509298998569 65 30.295 71.45
"336" "Pakistan Mangifera indica 2012" 7100 0.148 7.75 24.29 0.062 2 10 28.1390134529148 55.6509298998569 65 30.279 71.635
"337" "Pakistan Mangifera indica 2012" 8300 0.106 4.75 10.12 0.062 2 10 28.1390134529148 55.6509298998569 65 30.307 71.655
"338" "Pakistan Mangifera indica 2012" 8150 0.07 4 4.04 0.062 2 4 28.1390134529148 55.6509298998569 65 30.314 71.519
"339" "Pakistan Mangifera indica 2012" 5600 0.052 4.75 2.47 0.062 2 10 28.1390134529148 55.6509298998569 65 30.212 71.565
"340" "Pakistan Mangifera indica 2012" 8710 0.115 7.25 16.19 0.062 2 10 28.1390134529148 55.6509298998569 65 30.35 71.73
"341" "Pakistan Mangifera indica 2012" 7300 0.083 5.25 10.12 0.062 2 5 28.1390134529148 55.6509298998569 65 30.315 71.519
"342" "Pakistan Mangifera indica 2012" 7300 0.095 5.75 2.83 0.062 2 10 28.1390134529148 55.6509298998569 65 30.247 71.587
"343" "South Africa sunflower 2011" 887.48 2.433 7.5 420.37 0.6726 2 2.5 50.4790976378014 71.9504566495684 25 -24.998 28.542
"344" "South Africa sunflower 2011" 988.08 1.151 9.5 351.56 0.6726 2 2.5 50.4790976378014 71.9504566495684 25 -25.008 28.54
"345" "South Africa sunflower 2011" 1396.56 0.948 6.5 449.5 0.6726 2 2.5 50.4790976378014 71.9504566495684 25 -25.031 28.503
"346" "South Africa sunflower 2011" 1521.83 0.682 4 174.08 0.6726 2 2.5 50.4790976378014 71.9504566495684 25 -25.01 28.399
"347" "South Africa sunflower 2011" 778.5 0.96 7.5 245.41 0.6726 2 2.5 50.4790976378014 71.9504566495684 25 -25.035 28.401
"348" "South Africa sunflower 2011" 1115.89 0.824 8 392.45 0.6726 2 1.25 50.4790976378014 71.9504566495684 25 -25.016 28.489
"349" "South Africa sunflower 2011" 1332.18 1.679 9.5 405.41 0.6726 2 1.25 50.4790976378014 71.9504566495684 25 -24.944 28.468
"350" "South Africa sunflower 2011" 1526.91 2.394 11 249.34 0.6726 2 1.25 50.4790976378014 71.9504566495684 25 -24.944 28.448
"351" "South Africa sunflower 2011" 1668.03 0.588 6.5 447.27 0.6726 2 1.25 50.4790976378014 71.9504566495684 25 -24.927 28.502
"352" "South Africa sunflower 2011" 624.78 1.488 10 137.13 0.6726 2 1.25 50.4790976378014 71.9504566495684 25 -24.929 28.561
