study_id,site_id,sampling_method,pollinator,guild,identified_to,notes
Nicolas_J_Vereecken_several_crops_several_countries_several_years_5,Pommeraie_2017,Net,Bombus pratorum,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_5,Penteville_2017,Net,Bombus pratorum,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_5,Gasi_2017,Net,Bombus pratorum,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_5,Pommeraie_2017,Net,Bombus terrestris,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_5,Penteville_2017,Net,Bombus terrestris,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_5,Gasi_2017,Net,Bombus terrestris,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_5,Penteville_2017,Net,Bombus vestalis,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_5,Pommeraie_2017,Net,Halictus tumulorum,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_5,Penteville_2017,Net,Halictus tumulorum,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_5,Pommeraie_2017,Net,Lasioglossum calceatum,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_5,Penteville_2017,Net,Lasioglossum calceatum,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_5,Gasi_2017,Net,Lasioglossum calceatum,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_5,Pommeraie_2017,Net,Lasioglossum laticeps,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_5,Penteville_2017,Net,Lasioglossum leucozonium,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_5,Gasi_2017,Net,Lasioglossum parvulum,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_5,Pommeraie_2017,Net,Lasioglossum pauxillum,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_5,Penteville_2017,Net,Lasioglossum pauxillum,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_5,Pommeraie_2017,Net,Lasioglossum villosulum,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_5,Penteville_2017,Net,Lasioglossum villosulum,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_5,Penteville_2017,Net,Lasioglossum zonulum,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_5,Gasi_2017,Net,Nomada fabriciana,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_5,Penteville_2017,Net,Nomada flava,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_5,Pommeraie_2017,Net,Osmia bicornis,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_5,Gasi_2017,Net,Osmia cornuta,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_5,Gasi_2017,Net,Seladonia tumulorum,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_6,La Framboiseraie de Redu,Net,Bombus pascuorum,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_6,La Framboiseraie de Redu,Net,Bombus pratorum,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_7,P'tits Fruits d'Ici,Net,Andrena fulva,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_7,P'tits Fruits d'Ici,Net,Andrena haemorrhoa,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_7,Fredandberries,Net,Andrena lapponica,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_7,Fredandberries,Net,Anthophora plumipes,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_7,P'tits Fruits d'Ici,Net,Anthophora plumipes,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_7,Fredandberries,Net,Apis mellifera,honeybees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_7,Myrtille de Chardeneux,Net,Apis mellifera,honeybees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_7,Fredandberries,Net,Bombus hortorum,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_7,Fredandberries,Net,Bombus hypnorum,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_7,Myrtille de Chardeneux,Net,Bombus hypnorum,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_7,P'tits Fruits d'Ici,Net,Bombus hypnorum,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_7,P'tits Fruits d'Ici,Net,Bombus lapidarius,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_7,Fredandberries,Net,Bombus pascuorum,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_7,P'tits Fruits d'Ici,Net,Bombus pascuorum,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_7,Fredandberries,Net,Bombus pratorum,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_7,Myrtille de Chardeneux,Net,Bombus pratorum,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_7,P'tits Fruits d'Ici,Net,Bombus pratorum,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_7,Fredandberries,Net,Bombus terrestris,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_7,Myrtille de Chardeneux,Net,Bombus terrestris,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_7,P'tits Fruits d'Ici,Net,Bombus terrestris,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_7,Fredandberries,Net,Bombus vestalis,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_7,Myrtille de Chardeneux,Net,Bombus vestalis,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_7,P'tits Fruits d'Ici,Net,Bombus vestalis,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_7,Myrtille de Chardeneux,Net,Osmia bicornis,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_7,P'tits Fruits d'Ici,Net,Osmia bicornis,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Penteville_2016,Net,Andrena bicolor,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Penteville_2016,Net,Andrena carantonica,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Penteville_2016,Net,Andrena chrysosceles,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Penteville_2016,Net,Andrena cineraria,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Gasi_2016,Net,Andrena dorsata,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Penteville_2016,Net,Andrena dorsata,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Gasi_2016,Net,Andrena flavipes,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Penteville_2016,Net,Andrena flavipes,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Gasi_2016,Net,Andrena florea,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Gasi_2016,Net,Andrena fulva,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Penteville_2016,Net,Andrena fulva,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Gasi_2016,Net,Andrena gravida,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Penteville_2016,Net,Andrena gravida,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Gasi_2016,Net,Andrena haemorrhoa,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Penteville_2016,Net,Andrena haemorrhoa,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Penteville_2016,Net,Andrena labiata,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Gasi_2016,Net,Andrena nitida,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Gasi_2016,Net,Andrena vaga,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Penteville_2016,Net,Andrena vaga,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Gasi_2016,Net,Apis mellifera,honeybees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Penteville_2016,Net,Apis mellifera,honeybees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Penteville_2016,Net,Bombus hortorum,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Penteville_2016,Net,Bombus hypnorum,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Gasi_2016,Net,Bombus lapidarius,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Penteville_2016,Net,Bombus lapidarius,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Gasi_2016,Net,Bombus pascuorum,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Penteville_2016,Net,Bombus pascuorum,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Gasi_2016,Net,Bombus pratorum,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Penteville_2016,Net,Bombus pratorum,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Gasi_2016,Net,Bombus terrestris,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Penteville_2016,Net,Bombus terrestris,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Penteville_2016,Net,Chelostoma florisomne,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Penteville_2016,Net,Heriades truncorum,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Penteville_2016,Net,Lasioglossum calceatum,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Penteville_2016,Net,Lasioglossum lativentre,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Gasi_2016,Net,Lasioglossum leucozonium,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Penteville_2016,Net,Lasioglossum leucozonium,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Gasi_2016,Net,Lasioglossum malachurum,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Gasi_2016,Net,Lasioglossum morio,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Penteville_2016,Net,Lasioglossum pauxillum,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Gasi_2016,Net,Lasioglossum villosulum,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Penteville_2016,Net,Lasioglossum villosulum,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Penteville_2016,Net,Lasioglossum zonulum,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Penteville_2016,Net,Megachile centuncularis,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Gasi_2016,Net,Nomada goodeniana,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Gasi_2016,Net,Nomada lathburiana,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Penteville_2016,Net,Nomada ruficornis,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Penteville_2016,Net,Osmia bicornis,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Penteville_2016,Net,Osmia cornuta,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Penteville_2016,Net,Osmia leaiana,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Penteville_2016,Net,Osmia niveata,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_8,Penteville_2016,Net,Sphecodes monilicornis,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Schiepers,Net,Andrena bicolor,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Pirmez,Net,Andrena chrysosceles,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Schiepers,Net,Andrena chrysosceles,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Flemalle,Net,Andrena cineraria,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Freres_Delvaux,Net,Andrena cineraria,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Pirmez,Net,Andrena cineraria,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Schiepers,Net,Andrena cineraria,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Flemalle,Net,Andrena dorsata,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Freres_Delvaux,Net,Andrena dorsata,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Schiepers,Net,Andrena dorsata,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Flemalle,Net,Andrena flavipes,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Freres_Delvaux,Net,Andrena flavipes,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Pirmez,Net,Andrena flavipes,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Schiepers,Net,Andrena flavipes,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Freres_Delvaux,Net,Andrena fulva,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Flemalle,Net,Andrena gravida,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Freres_Delvaux,Net,Andrena gravida,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Pirmez,Net,Andrena gravida,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Schiepers,Net,Andrena gravida,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Flemalle,Net,Andrena haemorrhoa,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Pirmez,Net,Andrena haemorrhoa,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Schiepers,Net,Andrena haemorrhoa,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Freres_Delvaux,Net,Andrena nigroaenea,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Pirmez,Net,Andrena nigroaenea,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Schiepers,Net,Andrena nigroaenea,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Flemalle,Net,Andrena nitida,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Freres_Delvaux,Net,Andrena nitida,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Pirmez,Net,Andrena nitida,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Schiepers,Net,Andrena nitida,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Freres_Delvaux,Net,Andrena scotica,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Flemalle,Net,Apis mellifera,honeybees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Freres_Delvaux,Net,Apis mellifera,honeybees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Pirmez,Net,Apis mellifera,honeybees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Schiepers,Net,Apis mellifera,honeybees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Flemalle,Net,Bombus hypnorum,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Flemalle,Net,Bombus lapidarius,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Freres_Delvaux,Net,Bombus lapidarius,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Pirmez,Net,Bombus lapidarius,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Schiepers,Net,Bombus lapidarius,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Flemalle,Net,Bombus pascuorum,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Freres_Delvaux,Net,Bombus pascuorum,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Flemalle,Net,Bombus pratorum,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Freres_Delvaux,Net,Bombus pratorum,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Pirmez,Net,Bombus pratorum,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Flemalle,Net,Bombus terrestris,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Freres_Delvaux,Net,Bombus terrestris,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Pirmez,Net,Bombus terrestris,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Schiepers,Net,Bombus terrestris,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Flemalle,Net,Osmia bicornis,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Pirmez,Net,Osmia bicornis,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_9,Schiepers,Net,Osmia bicornis,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Ferme_du_Chateau,Net,Andrena chrysosceles,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Val-Notre-Dame,Net,Andrena chrysosceles,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Ferme_du_Chateau,Net,Andrena cineraria,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Coin_des_Champs,Net,Andrena dorsata,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Val-Notre-Dame,Net,Andrena dorsata,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Coin_des_Champs,Net,Andrena flavipes,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Ferme_du_Chateau,Net,Andrena flavipes,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Val-Notre-Dame,Net,Andrena flavipes,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Coin_des_Champs,Net,Andrena gravida,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Ferme_du_Chateau,Net,Andrena gravida,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Val-Notre-Dame,Net,Andrena gravida,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Ferme_du_Chateau,Net,Andrena haemorrhoa,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Val-Notre-Dame,Net,Andrena haemorrhoa,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Ferme_du_Chateau,Net,Andrena nigroaenea,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Val-Notre-Dame,Net,Andrena nigroaenea,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Coin_des_Champs,Net,Andrena nitida,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Ferme_du_Chateau,Net,Andrena nitida,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Ferme_du_Chateau,Net,Andrena scotica,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Val-Notre-Dame,Net,Andrena scotica,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Coin_des_Champs,Net,Apis mellifera,honeybees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Ferme_du_Chateau,Net,Apis mellifera,honeybees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Fruits_du_Verger,Net,Apis mellifera,honeybees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Val-Notre-Dame,Net,Apis mellifera,honeybees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Coin_des_Champs,Net,Bombus hypnorum,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Coin_des_Champs,Net,Bombus lapidarius,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Coin_des_Champs,Net,Bombus pratorum,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Coin_des_Champs,Net,Bombus terrestris,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Ferme_du_Chateau,Net,Bombus terrestris,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Fruits_du_Verger,Net,Bombus terrestris,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Val-Notre-Dame,Net,Bombus terrestris,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Coin_des_Champs,Net,Halictus tumulorum,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Coin_des_Champs,Net,Lasioglossum minutissimum,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Coin_des_Champs,Net,Lasioglossum morio,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Coin_des_Champs,Net,Lasioglossum pauxillum,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Val-Notre-Dame,Net,Lasioglossum pauxillum,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Coin_des_Champs,Net,Osmia bicornis,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_10,Val-Notre-Dame,Net,Osmia bicornis,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_11,Pommeraie_pyrus_2019,Net,Andrena chrysosceles,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_11,Pommeraie_pyrus_2019,Net,Andrena cineraria,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_11,Pommeraie_pyrus_2019,Net,Andrena dorsata,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_11,Pommeraie_pyrus_2019,Net,Andrena gravida,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_11,Pommeraie_pyrus_2019,Net,Andrena haemorrhoa,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_11,Pommeraie_pyrus_2019,Net,Andrena nitida,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_11,Pommeraie_pyrus_2019,Net,Andrena scotica,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_11,Pommeraie_pyrus_2019,Net,Apis mellifera,honeybees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_11,Pommeraie_pyrus_2019,Net,Bombus hypnorum,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_11,Pommeraie_pyrus_2019,Net,Bombus pascuorum,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_11,Pommeraie_pyrus_2019,Net,Bombus terrestris,bumblebees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_11,Pommeraie_pyrus_2019,Net,Osmia bicornis,other_wild_bees,species,NA
Nicolas_J_Vereecken_several_crops_several_countries_several_years_11,Pommeraie_pyrus_2019,Net,Osmia cornuta,other_wild_bees,species,NA
Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,AB,Census of 5 minutes,Apis mellifera,honeybees,species,NA
Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,AB,Census of 5 minutes,Bombus atratus,bumblebees,species,NA
Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,AB,Census of 5 minutes,Bombus bellicosus,bumblebees,species,NA
Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,AB,Census of 5 minutes,Vespidae sp2,non_bee_hymenoptera,morphospecies,NA
Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,AB,Census of 5 minutes,Allograpta sp1,syrphids,morphospecies,NA
Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,AB,Census of 5 minutes,Allograpta sp2,syrphids,morphospecies,NA
Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,AB,Census of 5 minutes,Syrphus ribessi,syrphids,species,NA
Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,AB,Census of 5 minutes,Eristalis sp1,syrphids,morphospecies,NA
Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,AB,Census of 5 minutes,Eristalis sp2,syrphids,morphospecies,NA
Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,AB,Census of 5 minutes,Toxomerus sp1,syrphids,morphospecies,NA
Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,AB,Census of 5 minutes,Ornidia obessa,syrphids,species,NA
Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,AB,Census of 5 minutes,Doclichopodidae,other_flies,Family,NA
